variant,subject,t_ms,model,fold,base_train,base_test,base_converged,base_nfev,base_negative_scale_evals,ext_train,ext_test,ext_converged,ext_nfev,ext_negative_scale_evals,n_test
active_lbfgs,12,255,model2B,2,-966.48066,-217.24492,1,982,0,-966.48066,-217.2448,1,192,0,184
active_lbfgs,12,255,model2B,3,-935.59881,-247.97737,1,1014,0,-935.59881,-247.97728,1,185,0,187
active_lbfgs,12,255,model2B,4,-932.83692,-251.01295,0,1200,0,-932.83691,-251.01322,1,181,0,188
active_lbfgs,12,255,model3,0,-949.80091,-231.86996,0,1400,0,-949.79649,-231.87876,0,14000,0,176
active_lbfgs,12,255,model3,1,-941.96891,-240.23587,0,1400,0,-941.96806,-240.23186,1,7466,0,184
active_lbfgs,12,255,model3,2,-965.55517,-216.89487,0,1400,0,-965.54451,-216.8691,1,7812,0,184
active_lbfgs,12,255,model3,3,-935.11234,-247.16157,0,1400,0,-935.09901,-247.13188,1,6688,0,187
active_lbfgs,12,255,model3,4,-931.42407,-251.15901,0,1400,0,-931.41934,-251.13256,1,13627,0,188
active_lbfgs,12,285,model2B,0,-938.20122,-221.96056,0,1200,0,-937.17809,-222.305,1,663,0,176
active_lbfgs,12,285,model2B,1,-935.17378,-233.47139,0,1200,0,-930.59106,-231.35517,1,2828,0,184
active_lbfgs,12,285,model2B,2,-951.68031,-213.30884,0,1200,0,-947.61041,-212.38469,1,1553,0,184
active_lbfgs,12,285,model2B,3,-912.3601,-247.03242,0,1200,0,-912.35994,-247.03928,1,174,0,187
active_lbfgs,12,285,model2B,4,-906.16216,-254.28215,1,1012,0,-906.16216,-254.2822,1,199,0,188
active_lbfgs,12,285,model3,0,-937.79362,-221.02811,0,1400,0,-937.51209,-221.45724,1,3934,0,176
active_lbfgs,12,285,model3,1,-929.28801,-230.44512,0,1400,0,-929.22221,-230.38324,1,561,0,184
active_lbfgs,12,285,model3,2,-947.48478,-212.2837,0,1400,0,-947.05156,-213.10157,1,12892,0,184
active_lbfgs,12,285,model3,3,-911.8804,-247.44542,0,1400,0,-911.87724,-247.42128,1,404,0,187
active_lbfgs,12,285,model3,4,-905.99429,-254.03168,0,1400,0,-905.67796,-254.71891,1,652,0,188
active_lbfgs,12,315,model2B,0,-946.37831,-234.0266,1,1095,0,-946.37831,-234.0266,1,196,0,176
active_lbfgs,12,315,model2B,1,-965.608,-215.93521,1,1126,0,-965.608,-215.9354,1,200,0,184
active_lbfgs,12,315,model2B,2,-963.88797,-217.01051,1,1117,0,-963.88797,-217.01058,1,180,0,184
active_lbfgs,12,315,model2B,3,-922.60499,-258.5009,1,969,0,-922.59543,-258.55971,1,288,0,187
active_lbfgs,12,315,model2B,4,-920.34116,-262.66919,0,1200,0,-918.89671,-263.55813,1,896,0,188
active_lbfgs,12,315,model3,0,-946.59862,-233.27364,0,1400,0,-946.53636,-233.30953,0,14000,0,176
active_lbfgs,12,315,model3,1,-965.48465,-216.31449,0,1400,0,-964.96746,-215.86696,0,14000,0,184
active_lbfgs,12,315,model3,2,-963.78986,-216.77783,0,1400,0,-963.61567,-216.41082,1,3096,0,184
active_lbfgs,12,315,model3,3,-921.40283,-259.73749,0,1400,0,-921.26867,-259.44867,1,1962,0,187
active_lbfgs,12,315,model3,4,-916.24732,-265.42878,0,1400,0,-916.24286,-265.4702,1,1470,0,188
active_lbfgs,12,435,model2B,0,-1370.1223,-330.64407,1,1126,0,-1369.4602,-331.82385,1,372,0,176
active_lbfgs,12,435,model2B,1,-1359.0901,-341.87611,1,1064,0,-1359.0901,-341.87595,1,184,0,184
active_lbfgs,12,435,model2B,2,-1362.1628,-338.71195,1,1001,0,-1362.1628,-338.71195,1,175,0,184
active_lbfgs,12,435,model2B,3,-1355.5042,-345.01997,1,1116,0,-1355.5042,-345.02002,1,180,0,187
active_lbfgs,12,435,model2B,4,-1351.6823,-349.85564,1,1074,0,-1351.6823,-349.85564,1,188,0,188
active_lbfgs,12,435,model3,0,-1368.1128,-329.8597,1,629,0,-1367.9475,-330.22485,1,1506,0,176
active_lbfgs,12,435,model3,1,-1356.3747,-341.87759,1,647,0,-1356.3684,-341.86951,1,4640,0,184
active_lbfgs,12,435,model3,2,-1361.3065,-336.91246,1,727,0,-1361.1728,-337.2112,0,14000,0,184
active_lbfgs,12,435,model3,3,-1353.0801,-344.71294,1,615,0,-1353.0709,-344.71301,0,14000,0,187
active_lbfgs,12,435,model3,4,-1349.2895,-349.3052,1,722,0,-1349.2895,-349.30516,1,160,0,188
active_lbfgs,12,465,model2B,0,-1395.0169,-328.96967,0,1200,0,-1394.9969,-329.06778,1,328,0,176
active_lbfgs,12,465,model2B,1,-1368.9419,-355.56154,1,573,0,-1368.9418,-355.57025,1,168,0,184
active_lbfgs,12,465,model2B,2,-1371.4131,-352.50429,1,977,0,-1371.4131,-352.50429,1,177,0,184
active_lbfgs,12,465,model2B,3,-1373.0057,-350.5429,1,693,0,-1373.0057,-350.54289,1,164,0,187
active_lbfgs,12,465,model2B,4,-1382.7133,-341.97066,0,1200,0,-1382.7132,-341.97753,1,163,0,188
active_lbfgs,12,465,model3,0,-1389.2821,-327.99178,1,572,0,-1389.2742,-327.99718,1,8983,0,176
active_lbfgs,12,465,model3,1,-1363.2255,-354.64706,1,494,0,-1363.2134,-354.66046,1,1511,0,184
active_lbfgs,12,465,model3,2,-1368.6651,-349.23417,0,1400,0,-1368.6574,-349.28506,0,14000,0,184
active_lbfgs,12,465,model3,3,-1366.3997,-350.94555,1,509,0,-1366.3997,-350.94597,1,428,0,187
active_lbfgs,12,465,model3,4,-1378.1843,-339.69411,1,704,0,-1378.1402,-339.82143,1,1766,0,188
active_lbfgs,12,495,model2B,0,-1251.6305,-288.1233,1,1069,0,-1251.6305,-288.12323,1,209,0,176
active_lbfgs,12,495,model2B,1,-1226.2009,-313.90073,1,987,0,-1226.2009,-313.90065,1,184,0,184
active_lbfgs,12,495,model2B,2,-1208.0907,-332.74914,0,1200,0,-1208.0907,-332.7491,1,204,0,184
active_lbfgs,12,495,model2B,3,-1216.4069,-323.18177,1,1056,0,-1216.4069,-323.18177,1,192,0,187
active_lbfgs,12,495,model2B,4,-1249.7928,-291.02313,1,1135,0,-1249.7928,-291.02347,1,197,0,188
active_lbfgs,12,495,model3,0,-1252.4472,-287.04621,0,1400,0,-1252.442,-287.03823,1,9748,0,176
active_lbfgs,12,495,model3,1,-1225.2244,-315.70976,1,739,0,-1225.2201,-315.9021,1,1435,0,184
active_lbfgs,12,495,model3,2,-1208.1414,-332.40279,0,1400,0,-1208.0842,-332.53283,0,14000,0,184
active_lbfgs,12,495,model3,3,-1216.3219,-323.32024,0,1400,0,-1216.2332,-323.26743,1,12758,0,187
active_lbfgs,12,495,model3,4,-1249.4593,-291.2267,0,1400,0,-1249.4442,-291.24148,0,14000,0,188
active_lbfgs,13,255,model2B,0,-1205.0142,-306.80999,1,1128,0,-1205.0142,-306.81009,1,215,0,170
active_lbfgs,13,255,model2B,1,-1204.2158,-305.74507,1,1136,0,-1204.2158,-305.74507,1,198,0,183
active_lbfgs,13,255,model2B,2,-1218.3465,-291.96391,1,877,0,-1218.3465,-291.96391,1,205,0,183
active_lbfgs,13,255,model2B,3,-1202.8966,-309.01199,0,1200,0,-1202.8777,-308.78608,1,1040,0,184
active_lbfgs,13,255,model2B,4,-1203.9517,-306.96012,1,787,0,-1203.9517,-306.96012,1,179,0,183
active_lbfgs,13,255,model3,0,-1207.895,-303.57436,1,537,0,-1207.8916,-303.56829,1,13566,0,170
active_lbfgs,13,255,model3,1,-1206.3752,-303.7637,0,1400,0,-1206.375,-303.76386,1,264,0,183
active_lbfgs,13,255,model3,2,-1220.3441,-290.41399,1,706,0,-1220.3236,-290.43718,1,11542,0,183
active_lbfgs,13,255,model3,3,-1199.1029,-312.43703,1,626,0,-1199.0991,-312.43669,0,14000,0,184
active_lbfgs,13,255,model3,4,-1202.3916,-308.91251,1,743,0,-1202.3812,-308.91539,0,14000,0,183
active_lbfgs,13,285,model2B,0,-1309.3069,-319.3269,0,1200,0,-1309.3069,-319.33201,1,291,0,170
active_lbfgs,13,285,model2B,1,-1303.0696,-323.99759,1,722,0,-1303.0696,-323.99759,1,191,0,183
active_lbfgs,13,285,model2B,2,-1312.6734,-314.37516,1,835,0,-1312.6734,-314.37522,1,191,0,183
active_lbfgs,13,285,model2B,3,-1287.5416,-340.23748,1,686,0,-1287.5416,-340.23748,1,194,0,184
active_lbfgs,13,285,model2B,4,-1288.6504,-339.71211,1,827,0,-1288.5198,-339.91153,1,278,0,183
active_lbfgs,13,285,model3,0,-1308.3956,-314.09205,1,591,0,-1308.3956,-314.09171,1,205,0,170
active_lbfgs,13,285,model3,1,-1296.6738,-324.43526,1,736,0,-1296.6708,-324.4338,0,14000,0,183
active_lbfgs,13,285,model3,2,-1311.2405,-310.32466,1,474,0,-1311.2361,-310.32755,1,10838,0,183
active_lbfgs,13,285,model3,3,-1278.6173,-344.04364,1,454,0,-1278.6173,-344.04345,1,191,0,184
active_lbfgs,13,285,model3,4,-1281.8001,-340.62248,1,556,0,-1281.7876,-340.63783,0,14000,0,183
active_lbfgs,13,315,model2B,0,-1304.7704,-320.47336,1,982,0,-1304.7704,-320.47336,1,233,0,170
active_lbfgs,13,315,model2B,1,-1305.2246,-318.70197,1,1131,0,-1305.2246,-318.70193,1,211,0,183
active_lbfgs,13,315,model2B,2,-1302.8863,-321.04335,1,874,0,-1302.8863,-321.04335,1,196,0,183
active_lbfgs,13,315,model2B,3,-1293.4126,-330.42817,1,863,0,-1293.4126,-330.42817,1,177,0,184
active_lbfgs,13,315,model2B,4,-1282.5172,-343.26482,1,953,0,-1282.5172,-343.2646,1,195,0,183
active_lbfgs,13,315,model3,0,-1303.3715,-317.13321,1,673,0,-1303.3712,-317.13206,0,14000,0,170
active_lbfgs,13,315,model3,1,-1300.3485,-318.82135,1,508,0,-1300.3482,-318.81989,0,14000,0,183
active_lbfgs,13,315,model3,2,-1298.5312,-320.53731,1,757,0,-1298.5275,-320.53375,1,7652,0,183
active_lbfgs,13,315,model3,3,-1288.6957,-330.1128,1,626,0,-1288.6915,-330.11132,0,14000,0,184
active_lbfgs,13,315,model3,4,-1277.6191,-343.69727,0,1400,0,-1277.6131,-343.66967,0,14000,0,183
active_lbfgs,13,435,model2B,0,-1139.5002,-274.39705,0,1200,0,-1138.769,-274.38911,1,420,0,170
active_lbfgs,13,435,model2B,1,-1122.702,-288.69452,0,1200,0,-1122.1932,-289.00403,1,579,0,183
active_lbfgs,13,435,model2B,2,-1129.7787,-281.9172,0,1200,0,-1129.7753,-281.96454,1,310,0,183
active_lbfgs,13,435,model2B,3,-1131.794,-280.4355,1,1154,0,-1131.794,-280.4355,1,164,0,184
active_lbfgs,13,435,model2B,4,-1118.0844,-293.37222,0,1200,0,-1118.0843,-293.36714,1,248,0,183
active_lbfgs,13,435,model3,0,-1138.3272,-274.4278,1,1364,0,-1138.3272,-274.4278,1,209,0,170
active_lbfgs,13,435,model3,1,-1121.3962,-289.38443,0,1400,0,-1121.3801,-289.38208,1,773,0,183
active_lbfgs,13,435,model3,2,-1129.1275,-282.25747,1,1094,0,-1129.1275,-282.25747,1,210,0,183
active_lbfgs,13,435,model3,3,-1131.323,-280.44543,0,1400,0,-1131.323,-280.44543,1,235,0,184
active_lbfgs,13,435,model3,4,-1117.5181,-293.47799,0,1400,0,-1117.4969,-293.68566,1,2875,0,183
active_lbfgs,13,465,model2B,0,-1129.092,-259.64338,0,1200,0,-1129.0339,-259.62626,1,381,0,170
active_lbfgs,13,465,model2B,1,-1104.6859,-283.41969,0,1200,0,-1104.6413,-283.33812,1,279,0,183
active_lbfgs,13,465,model2B,2,-1096.7772,-291.90094,1,1022,0,-1096.7772,-291.90102,1,173,0,183
active_lbfgs,13,465,model2B,3,-1102.6406,-286.34047,1,1072,0,-1102.6406,-286.34039,1,194,0,184
active_lbfgs,13,465,model2B,4,-1113.264,-275.24569,1,548,0,-1113.264,-275.24543,1,246,0,183
active_lbfgs,13,465,model3,0,-1128.2476,-259.79362,1,1367,0,-1128.2476,-259.79362,1,207,0,170
active_lbfgs,13,465,model3,1,-1104.3944,-283.00494,0,1400,0,-1104.394,-283.00697,1,468,0,183
active_lbfgs,13,465,model3,2,-1095.5395,-292.84156,1,651,0,-1095.5344,-292.83055,0,14000,0,183
active_lbfgs,13,465,model3,3,-1102.9823,-285.16886,0,1400,0,-1102.9703,-285.22521,1,2591,0,184
active_lbfgs,13,465,model3,4,-1112.4248,-275.35917,0,1400,0,-1112.4172,-275.4055,0,14000,0,183
active_lbfgs,13,495,model2B,0,-1133.2179,-282.5951,0,1200,0,-1133.2179,-282.5951,1,185,0,170
active_lbfgs,13,495,model2B,1,-1138.1281,-276.6475,1,1039,0,-1138.1281,-276.6475,1,184,0,183
active_lbfgs,13,495,model2B,2,-1124.8753,-289.79985,0,1200,0,-1124.8738,-289.83176,1,501,0,183
active_lbfgs,13,495,model2B,3,-1115.2032,-299.47378,0,1200,0,-1115.191,-299.55215,1,865,0,184
active_lbfgs,13,495,model2B,4,-1140.6541,-274.83304,1,1072,0,-1140.6541,-274.83301,1,210,0,183
active_lbfgs,13,495,model3,0,-1132.4772,-282.72095,0,1400,0,-1132.47,-282.7545,0,14000,0,170
active_lbfgs,13,495,model3,1,-1138.115,-276.08234,1,731,0,-1137.9664,-275.88229,1,2518,0,183
active_lbfgs,13,495,model3,2,-1123.1355,-291.54826,1,644,0,-1123.1355,-291.54846,1,198,0,183
active_lbfgs,13,495,model3,3,-1114.0817,-300.21637,0,1400,0,-1113.7712,-300.3843,0,14000,0,184
active_lbfgs,13,495,model3,4,-1140.8753,-274.29043,0,1400,0,-1140.8683,-274.31361,1,8436,0,183
active_lbfgs,14,255,model2B,0,-1388.9551,-354.4533,1,930,0,-1388.9551,-354.4533,1,185,0,182
active_lbfgs,14,255,model2B,1,-1384.451,-359.21431,1,784,0,-1384.451,-359.21369,1,181,0,187
active_lbfgs,14,255,model2B,2,-1403.2672,-339.8123,1,1057,0,-1403.2672,-339.81239,1,176,0,183
active_lbfgs,14,255,model2B,3,-1384.5433,-359.10214,1,786,0,-1384.5433,-359.10214,1,194,0,192
active_lbfgs,14,255,model2B,4,-1407.4788,-335.98269,0,1200,0,-1407.4788,-335.98473,1,177,0,190
active_lbfgs,14,255,model3,0,-1385.7499,-355.39986,1,690,0,-1385.7449,-355.40077,0,14000,0,182
active_lbfgs,14,255,model3,1,-1384.611,-357.19837,1,1365,0,-1384.611,-357.1984,1,217,0,187
active_lbfgs,14,255,model3,2,-1399.6501,-341.24069,1,471,0,-1399.6501,-341.24065,1,190,0,183
active_lbfgs,14,255,model3,3,-1383.4114,-358.45376,0,1400,0,-1383.334,-358.42002,1,837,0,192
active_lbfgs,14,255,model3,4,-1405.5822,-335.60601,1,421,0,-1405.5755,-335.60882,1,12065,0,190
active_lbfgs,14,285,model2B,0,-1481.6855,-370.60071,1,885,0,-1481.6855,-370.60079,1,204,0,182
active_lbfgs,14,285,model2B,1,-1473.4385,-379.4366,1,701,0,-1473.4385,-379.4366,1,201,0,187
active_lbfgs,14,285,model2B,2,-1496.3484,-355.29502,1,709,0,-1496.3484,-355.29505,1,179,0,183
active_lbfgs,14,285,model2B,3,-1477.852,-374.73718,1,619,0,-1477.852,-374.73718,1,177,0,192
active_lbfgs,14,285,model2B,4,-1473.1043,-378.94284,1,470,0,-1473.1043,-378.94284,1,183,0,190
active_lbfgs,14,285,model3,0,-1481.1783,-369.33882,1,592,0,-1481.1746,-369.35236,0,14000,0,182
active_lbfgs,14,285,model3,1,-1475.4803,-376.68688,0,1400,0,-1475.4803,-376.68729,1,696,0,187
active_lbfgs,14,285,model3,2,-1493.696,-356.52981,1,485,0,-1493.696,-356.52986,1,174,0,183
active_lbfgs,14,285,model3,3,-1477.9848,-373.35586,1,728,0,-1477.9848,-373.35586,1,166,0,192
active_lbfgs,14,285,model3,4,-1468.5045,-382.0738,1,687,0,-1468.5045,-382.07371,1,212,0,190
active_lbfgs,14,315,model2B,0,-1559.0291,-370.98254,1,743,0,-1559.0291,-370.98256,1,210,0,182
active_lbfgs,14,315,model2B,1,-1514.9056,-418.23542,1,664,0,-1514.9056,-418.23542,1,223,0,187
active_lbfgs,14,315,model2B,2,-1555.7923,-373.86205,1,728,0,-1555.7923,-373.86205,1,191,0,183
active_lbfgs,14,315,model2B,3,-1547.2736,-383.46792,1,734,0,-1547.2736,-383.46792,1,204,0,192
active_lbfgs,14,315,model2B,4,-1534.5545,-395.5514,1,962,0,-1534.5545,-395.5515,1,206,0,190
active_lbfgs,14,315,model3,0,-1557.0905,-369.1974,1,552,0,-1557.0676,-369.31603,0,14000,0,182
active_lbfgs,14,315,model3,1,-1512.6655,-415.98159,1,469,0,-1512.6655,-415.98161,1,198,0,187
active_lbfgs,14,315,model3,2,-1552.4651,-373.17545,1,816,0,-1552.3909,-373.16216,1,1709,0,183
active_lbfgs,14,315,model3,3,-1544.0406,-382.64302,1,463,0,-1544.0401,-382.64506,1,1919,0,192
active_lbfgs,14,315,model3,4,-1527.5548,-398.39633,1,696,0,-1527.5544,-398.39821,0,14000,0,190
active_lbfgs,14,435,model2B,0,-1639.8981,-384.67309,1,589,0,-1639.8981,-384.67309,1,193,0,182
active_lbfgs,14,435,model2B,1,-1619.4581,-405.79666,1,489,0,-1619.4581,-405.79702,1,196,0,187
active_lbfgs,14,435,model2B,2,-1632.0816,-392.01319,1,722,0,-1632.0816,-392.01319,1,197,0,183
active_lbfgs,14,435,model2B,3,-1615.7816,-408.36517,1,521,0,-1615.7816,-408.36509,1,181,0,192
active_lbfgs,14,435,model2B,4,-1583.473,-443.6752,1,406,0,-1583.473,-443.67655,1,191,0,190
active_lbfgs,14,435,model3,0,-1629.0107,-384.47041,1,945,0,-1629.0107,-384.4706,1,229,0,182
active_lbfgs,14,435,model3,1,-1608.2936,-405.09196,1,484,0,-1608.2874,-405.0343,1,594,0,187
active_lbfgs,14,435,model3,2,-1623.392,-389.02453,1,975,0,-1623.392,-389.02454,1,213,0,183
active_lbfgs,14,435,model3,3,-1609.0873,-403.2927,1,1303,0,-1609.0873,-403.29272,1,245,0,192
active_lbfgs,14,435,model3,4,-1572.2088,-444.80284,1,576,0,-1572.0819,-444.71444,1,1187,0,190
active_lbfgs,14,465,model2B,0,-1519.0995,-367.45476,1,836,0,-1519.0995,-367.45476,1,191,0,182
active_lbfgs,14,465,model2B,1,-1503.2593,-384.28523,1,684,0,-1503.2593,-384.28493,1,179,0,187
active_lbfgs,14,465,model2B,2,-1519.9725,-366.33179,1,730,0,-1519.9725,-366.33177,1,176,0,183
active_lbfgs,14,465,model2B,3,-1507.7011,-378.54287,1,625,0,-1507.7011,-378.54263,1,189,0,192
active_lbfgs,14,465,model2B,4,-1489.2817,-399.18769,1,763,0,-1489.2817,-399.18769,1,186,0,190
active_lbfgs,14,465,model3,0,-1510.9859,-366.88967,1,1276,0,-1510.9859,-366.88968,1,273,0,182
active_lbfgs,14,465,model3,1,-1495.146,-383.17079,0,1400,0,-1495.146,-383.17099,1,260,0,187
active_lbfgs,14,465,model3,2,-1512.6494,-365.09328,1,852,0,-1512.6494,-365.09328,1,234,0,183
active_lbfgs,14,465,model3,3,-1500.2686,-378.26859,1,455,0,-1499.8874,-377.49567,1,2732,0,192
active_lbfgs,14,465,model3,4,-1484.7389,-395.03027,1,1360,0,-1484.7389,-395.03027,1,272,0,190
active_lbfgs,14,495,model2B,0,-1420.2117,-371.30892,1,660,0,-1420.2117,-371.30892,1,171,0,182
active_lbfgs,14,495,model2B,1,-1431.2797,-359.47656,1,685,0,-1431.2797,-359.47669,1,187,0,187
active_lbfgs,14,495,model2B,2,-1445.726,-344.75253,1,793,0,-1445.726,-344.75253,1,180,0,183
active_lbfgs,14,495,model2B,3,-1434.0534,-356.58197,1,791,0,-1434.0534,-356.58197,1,168,0,192
active_lbfgs,14,495,model2B,4,-1423.3798,-368.60181,1,978,0,-1423.3798,-368.60171,1,172,0,190
active_lbfgs,14,495,model3,0,-1413.681,-369.55386,1,825,0,-1413.681,-369.5539,1,257,0,182
active_lbfgs,14,495,model3,1,-1425.9318,-356.57373,1,1055,0,-1425.9318,-356.5738,1,230,0,187
active_lbfgs,14,495,model3,2,-1439.8118,-342.56518,1,1003,0,-1439.8118,-342.56518,1,278,0,183
active_lbfgs,14,495,model3,3,-1426.0353,-357.79644,0,1400,0,-1426.0349,-357.79951,0,14000,0,192
active_lbfgs,14,495,model3,4,-1416.3009,-368.37533,1,448,0,-1416.1271,-368.10508,1,1291,0,190
active_lbfgs,15,255,model2B,0,-1090.5964,-258.19502,0,1200,0,-1090.5325,-258.74036,1,407,0,184
active_lbfgs,15,255,model2B,1,-1079.8995,-267.77892,0,1200,0,-1079.8962,-267.72903,1,792,0,186
active_lbfgs,15,255,model2B,2,-1074.227,-273.58749,0,1200,0,-1074.2215,-273.55449,1,943,0,186
active_lbfgs,15,255,model2B,3,-1076.9697,-270.63279,1,1106,0,-1076.9697,-270.6327,1,180,0,190
active_lbfgs,15,255,model2B,4,-1060.5534,-287.10702,0,1200,0,-1060.5533,-287.11416,1,153,0,192
active_lbfgs,15,255,model3,0,-1089.4332,-258.65979,1,712,0,-1089.4311,-258.62454,1,675,0,184
active_lbfgs,15,255,model3,1,-1078.9631,-267.46825,0,1400,0,-1078.9285,-267.37346,0,14000,0,186
active_lbfgs,15,255,model3,2,-1072.606,-274.13073,0,1400,0,-1072.5935,-274.15428,0,14000,0,186
active_lbfgs,15,255,model3,3,-1077.0856,-269.4703,0,1400,0,-1077.0645,-269.5066,1,12122,0,190
active_lbfgs,15,255,model3,4,-1059.4773,-286.79921,0,1400,0,-1059.4672,-286.78412,0,14000,0,192
active_lbfgs,15,285,model2B,0,-1099.833,-265.82764,1,1065,0,-1099.833,-265.82764,1,180,0,184
active_lbfgs,15,285,model2B,1,-1110.7569,-254.5815,0,1200,0,-1110.7505,-254.53969,1,1071,0,186
active_lbfgs,15,285,model2B,2,-1089.486,-276.84762,0,1200,0,-1088.804,-277.03093,1,1277,0,186
active_lbfgs,15,285,model2B,3,-1082.6193,-282.80761,0,1200,0,-1082.6193,-282.80731,1,194,0,190
active_lbfgs,15,285,model2B,4,-1070.0079,-295.12383,1,970,0,-1070.0079,-295.12384,1,188,0,192
active_lbfgs,15,285,model3,0,-1097.9173,-267.06549,1,656,0,-1097.8698,-267.23683,1,943,0,184
active_lbfgs,15,285,model3,1,-1110.1712,-254.53402,0,1400,0,-1110.1537,-254.55029,1,5000,0,186
active_lbfgs,15,285,model3,2,-1089.4379,-275.46724,0,1400,0,-1089.3634,-275.65712,1,11749,0,186
active_lbfgs,15,285,model3,3,-1082.556,-281.92245,0,1400,0,-1082.5469,-281.93948,0,14000,0,190
active_lbfgs,15,285,model3,4,-1069.418,-295.18746,0,1400,0,-1069.4055,-295.16672,0,14000,0,192
active_lbfgs,15,315,model2B,0,-1084.6133,-261.14955,0,1200,0,-1084.6052,-261.19697,1,240,0,184
active_lbfgs,15,315,model2B,1,-1085.6488,-259.88697,0,1200,0,-1085.4482,-259.61827,1,1035,0,186
active_lbfgs,15,315,model2B,2,-1064.9078,-281.27776,0,1200,0,-1064.9078,-281.27538,1,167,0,186
active_lbfgs,15,315,model2B,3,-1082.9267,-262.10858,1,1056,0,-1082.9267,-262.10858,1,191,0,190
active_lbfgs,15,315,model2B,4,-1053.8419,-291.2677,0,1200,0,-1053.6424,-291.35965,1,467,0,192
active_lbfgs,15,315,model3,0,-1083.2767,-261.38065,0,1400,0,-1083.2692,-261.33724,1,1006,0,184
active_lbfgs,15,315,model3,1,-1085.1608,-259.75181,1,1170,0,-1085.1608,-259.75182,1,220,0,186
active_lbfgs,15,315,model3,2,-1066.171,-279.73477,0,1400,0,-1066.0838,-280.07431,1,8073,0,186
active_lbfgs,15,315,model3,3,-1082.4455,-262.24179,1,1303,0,-1082.4455,-262.24185,1,238,0,190
active_lbfgs,15,315,model3,4,-1052.7906,-291.78585,0,1400,0,-1052.7855,-291.82055,1,4560,0,192
active_lbfgs,15,435,model2B,0,-1156.8498,-262.34288,1,853,0,-1156.8498,-262.34279,1,192,0,184
active_lbfgs,15,435,model2B,1,-1131.0571,-287.63668,1,941,0,-1131.0571,-287.63668,1,183,0,186
active_lbfgs,15,435,model2B,2,-1131.8602,-287.8903,1,723,0,-1131.8598,-287.89747,1,210,0,186
active_lbfgs,15,435,model2B,3,-1133.4865,-290.2862,0,1200,0,-1131.6219,-287.91188,1,1910,0,190
active_lbfgs,15,435,model2B,4,-1118.0307,-300.95629,0,1200,0,-1118.0302,-300.93106,1,170,0,192
active_lbfgs,15,435,model3,0,-1156.4008,-261.33103,1,953,0,-1156.3969,-261.31153,1,474,0,184
active_lbfgs,15,435,model3,1,-1129.8821,-287.55654,0,1400,0,-1129.879,-287.54279,0,14000,0,186
active_lbfgs,15,435,model3,2,-1132.3721,-286.17816,1,745,0,-1132.324,-286.24279,1,1005,0,186
active_lbfgs,15,435,model3,3,-1127.6278,-291.28013,1,537,0,-1127.6278,-291.27998,1,158,0,190
active_lbfgs,15,435,model3,4,-1115.7897,-301.51528,0,1400,0,-1115.1607,-301.83559,1,5061,0,192
active_lbfgs,15,465,model2B,0,-1206.6461,-297.15621,1,970,0,-1206.6461,-297.15612,1,194,0,184
active_lbfgs,15,465,model2B,1,-1193.9196,-309.9431,1,921,0,-1193.9196,-309.94283,1,179,0,186
active_lbfgs,15,465,model2B,2,-1198.7997,-305.31827,1,1181,0,-1198.7997,-305.31827,1,172,0,186
active_lbfgs,15,465,model2B,3,-1195.5439,-308.83905,1,778,0,-1195.5439,-308.83907,1,180,0,190
active_lbfgs,15,465,model2B,4,-1212.7577,-291.32437,1,981,0,-1212.7577,-291.32441,1,163,0,192
active_lbfgs,15,465,model3,0,-1207.3302,-296.76025,1,1104,0,-1207.3302,-296.76019,1,222,0,184
active_lbfgs,15,465,model3,1,-1194.0364,-309.71914,0,1400,0,-1194.0357,-309.74326,1,759,0,186
active_lbfgs,15,465,model3,2,-1198.4394,-306.01959,0,1400,0,-1198.4394,-306.01965,1,235,0,186
active_lbfgs,15,465,model3,3,-1194.9544,-311.49227,0,1400,0,-1194.9543,-311.48377,1,204,0,190
active_lbfgs,15,465,model3,4,-1212.4307,-291.38441,0,1400,0,-1212.4304,-291.37828,1,467,0,192
active_lbfgs,15,495,model2B,0,-1221.3979,-318.94569,1,1186,0,-1221.3979,-318.94604,1,166,0,184
active_lbfgs,15,495,model2B,1,-1229.8927,-309.7025,1,630,0,-1229.8927,-309.70246,1,184,0,186
active_lbfgs,15,495,model2B,2,-1241.3529,-298.62952,1,959,0,-1241.3529,-298.6296,1,174,0,186
active_lbfgs,15,495,model2B,3,-1219.2457,-321.21155,1,724,0,-1219.2457,-321.21167,1,182,0,190
active_lbfgs,15,495,model2B,4,-1241.2474,-299.25896,1,804,0,-1241.2474,-299.25896,1,171,0,192
active_lbfgs,15,495,model3,0,-1221.8106,-318.01913,1,1136,0,-1221.8106,-318.0191,1,230,0,184
active_lbfgs,15,495,model3,1,-1229.1812,-310.18034,0,1400,0,-1229.0663,-310.38023,0,14000,0,186
active_lbfgs,15,495,model3,2,-1240.8276,-298.84303,0,1400,0,-1240.5442,-298.89284,0,14000,0,186
active_lbfgs,15,495,model3,3,-1218.8124,-322.24632,0,1400,0,-1218.7943,-322.27721,1,9747,0,190
active_lbfgs,15,495,model3,4,-1240.5421,-299.25072,0,1400,0,-1240.5379,-299.25383,1,1611,0,192
active_lbfgs,16,255,model2B,0,-973.00238,-243.88855,1,1009,0,-972.95682,-243.8637,0,14000,0,192
active_lbfgs,16,255,model2B,1,-960.29708,-257.35887,0,1200,0,-960.27118,-257.35295,0,14000,0,186
