t_ms,r_sd_mean,r_sd_sem,t_sd,p_sd,p_sd_fdr,r_mean_mean,r_mean_sem,t_mean,p_mean,p_mean_fdr
1034,-0.01283,0.1307,-0.09819,0.5386,0.9881,0.5545,0.1016,5.457,1.447e-05,3.212e-05
1036,-0.03342,0.129,-0.259,0.6008,0.9881,0.5467,0.1028,5.317,1.969e-05,4.356e-05
1038,-0.05242,0.1267,-0.4136,0.6581,0.9881,0.5392,0.104,5.184,2.642e-05,5.764e-05
1040,-0.06913,0.1235,-0.5598,0.7089,0.9881,0.5323,0.1051,5.065,3.436e-05,7.457e-05
1042,-0.08501,0.1196,-0.711,0.7571,0.9881,0.5262,0.1059,4.969,4.264e-05,9.064e-05
1044,-0.1026,0.1157,-0.8869,0.8069,0.9881,0.5212,0.1064,4.897,5.002e-05,0.0001046
1046,-0.1242,0.1127,-1.102,0.858,0.9881,0.517,0.1066,4.852,5.533e-05,0.0001149
1048,-0.1504,0.1113,-1.351,0.9037,0.9881,0.5137,0.1063,4.832,5.798e-05,0.0001196
1050,-0.1777,0.1115,-1.594,0.9363,0.9881,0.5109,0.1058,4.831,5.81e-05,0.0001196
1052,-0.2008,0.1116,-1.8,0.9561,0.9881,0.5085,0.105,4.843,5.65e-05,0.0001171
1054,-0.2184,0.1106,-1.975,0.9685,0.9881,0.5062,0.1041,4.862,5.416e-05,0.0001126
1056,-0.2325,0.1091,-2.132,0.9768,0.9881,0.5042,0.1033,4.883,5.168e-05,0.0001077
1058,-0.2433,0.1072,-2.27,0.9825,0.9881,0.5027,0.1024,4.909,4.871e-05,0.0001023
1060,-0.2497,0.105,-2.378,0.986,0.9881,0.5024,0.1014,4.954,4.41e-05,9.342e-05
1062,-0.2499,0.1023,-2.442,0.9877,0.9881,0.5037,0.1001,5.03,3.717e-05,8.052e-05
1064,-0.2454,0.09996,-2.455,0.9881,0.9881,0.5065,0.0984,5.147,2.864e-05,6.236e-05
1066,-0.2394,0.09837,-2.434,0.9875,0.9881,0.5107,0.09624,5.307,2.011e-05,4.435e-05
1068,-0.2334,0.09726,-2.4,0.9866,0.9881,0.5161,0.09373,5.507,1.298e-05,2.893e-05
1070,-0.2271,0.09628,-2.359,0.9854,0.9881,0.5224,0.09102,5.74,7.832e-06,1.773e-05
1072,-0.22,0.09536,-2.307,0.9838,0.9881,0.5294,0.08832,5.994,4.548e-06,1.045e-05
1074,-0.212,0.09463,-2.241,0.9814,0.9881,0.5366,0.08588,6.249,2.659e-06,6.272e-06
1076,-0.2033,0.09421,-2.158,0.978,0.9881,0.5439,0.08398,6.476,1.657e-06,4.07e-06
1078,-0.1941,0.09418,-2.061,0.9734,0.9881,0.5506,0.0828,6.65,1.161e-06,3.063e-06
1080,-0.1849,0.09456,-1.955,0.9673,0.9881,0.5564,0.08239,6.753,9.419e-07,2.532e-06
1082,-0.1759,0.09528,-1.846,0.9597,0.9881,0.5607,0.08259,6.788,8.773e-07,2.374e-06
1084,-0.1674,0.09628,-1.738,0.9508,0.9881,0.5633,0.0832,6.771,9.087e-07,2.453e-06
1086,-0.1595,0.09749,-1.636,0.9409,0.9881,0.5645,0.08401,6.719,1.009e-06,2.69e-06
1088,-0.1527,0.09883,-1.545,0.9305,0.9881,0.5643,0.08489,6.647,1.167e-06,3.071e-06
1090,-0.1471,0.1002,-1.468,0.9207,0.9881,0.5631,0.08575,6.567,1.376e-06,3.461e-06
1092,-0.1433,0.1015,-1.412,0.9129,0.9881,0.5613,0.08655,6.485,1.628e-06,4.014e-06
1094,-0.142,0.1025,-1.385,0.909,0.9881,0.5591,0.08725,6.408,1.907e-06,4.629e-06
1096,-0.1434,0.103,-1.392,0.91,0.9881,0.5569,0.0878,6.343,2.186e-06,5.245e-06
1098,-0.1472,0.1032,-1.426,0.9149,0.9881,0.5548,0.08818,6.292,2.43e-06,5.798e-06
1100,-0.1524,0.1034,-1.474,0.9216,0.9881,0.5529,0.08834,6.259,2.603e-06,6.162e-06
1102,-0.1581,0.1037,-1.524,0.928,0.9881,0.5515,0.08829,6.246,2.674e-06,6.294e-06
1104,-0.1631,0.1043,-1.564,0.9329,0.9881,0.5504,0.088,6.254,2.629e-06,6.211e-06
1106,-0.1665,0.105,-1.585,0.9353,0.9881,0.5497,0.08748,6.284,2.472e-06,5.874e-06
1108,-0.1669,0.1058,-1.578,0.9344,0.9881,0.5494,0.08674,6.334,2.227e-06,5.333e-06
1110,-0.1631,0.1064,-1.533,0.9291,0.9881,0.5493,0.08579,6.403,1.929e-06,4.673e-06
1112,-0.1548,0.1068,-1.45,0.9183,0.9881,0.5494,0.08466,6.489,1.616e-06,3.991e-06
1114,-0.1425,0.1067,-1.335,0.9012,0.9881,0.5494,0.08341,6.587,1.319e-06,3.365e-06
1116,-0.128,0.1062,-1.205,0.8786,0.9881,0.5493,0.08206,6.694,1.062e-06,2.823e-06
1118,-0.113,0.1052,-1.074,0.8518,0.9881,0.5489,0.08069,6.802,8.533e-07,2.314e-06
1120,-0.09816,0.1044,-0.94,0.8205,0.9881,0.5478,0.07936,6.903,6.963e-07,1.896e-06
1122,-0.08336,0.1043,-0.7992,0.783,0.9881,0.5461,0.07814,6.988,5.875e-07,1.61e-06
1124,-0.06839,0.105,-0.6514,0.7387,0.9881,0.5434,0.07712,7.047,5.228e-07,1.439e-06
1126,-0.0535,0.1062,-0.5035,0.6898,0.9881,0.5399,0.07638,7.068,5.008e-07,1.382e-06
1128,-0.03918,0.1078,-0.3635,0.6399,0.9881,0.5354,0.07602,7.044,5.26e-07,1.445e-06
1130,-0.02585,0.1094,-0.2364,0.5922,0.9881,0.5301,0.07609,6.967,6.129e-07,1.676e-06
1132,-0.01385,0.1108,-0.125,0.5491,0.9881,0.5241,0.07665,6.838,7.935e-07,2.156e-06
1134,-0.003495,0.112,-0.03121,0.5123,0.9881,0.5177,0.07769,6.663,1.13e-06,2.985e-06
1136,0.004719,0.1128,0.04183,0.4835,0.9881,0.5109,0.07914,6.455,1.732e-06,4.237e-06
1138,0.01023,0.1131,0.09047,0.4644,0.9881,0.5038,0.08093,6.225,2.793e-06,6.55e-06
1140,0.01266,0.1127,0.1123,0.4559,0.9881,0.4965,0.08296,5.985,4.632e-06,1.062e-05
1142,0.0121,0.1118,0.1082,0.4575,0.9881,0.489,0.08515,5.743,7.782e-06,1.766e-05
1144,0.008965,0.1104,0.08121,0.4681,0.9881,0.4809,0.08742,5.501,1.314e-05,2.922e-05
1146,0.00375,0.1087,0.0345,0.4864,0.9881,0.4721,0.08973,5.261,2.227e-05,4.891e-05
1148,-0.003208,0.1067,-0.03006,0.5118,0.9881,0.4622,0.09207,5.02,3.802e-05,8.222e-05
1150,-0.01165,0.1046,-0.1113,0.5437,0.9881,0.451,0.09445,4.775,6.58e-05,0.0001348
1152,-0.02124,0.1026,-0.2069,0.5809,0.9881,0.4385,0.09692,4.524,0.000116,0.0002327
1154,-0.03153,0.101,-0.3123,0.6209,0.9881,0.4248,0.09954,4.267,0.0002082,0.0004091
1156,-0.04202,0.09998,-0.4203,0.6605,0.9881,0.4102,0.1024,4.007,0.0003767,0.0007222
1158,-0.05232,0.09989,-0.5237,0.6967,0.9881,0.3954,0.1054,3.753,0.0006736,0.001282
1160,-0.06214,0.1008,-0.6164,0.7275,0.9881,0.3813,0.1085,3.515,0.001158,0.002176
1162,-0.07133,0.1027,-0.6944,0.7521,0.9881,0.3684,0.1115,3.304,0.001864,0.003401
1164,-0.0797,0.1055,-0.7552,0.7703,0.9881,0.3574,0.1142,3.129,0.002764,0.004922
1166,-0.08684,0.109,-0.7966,0.7822,0.9881,0.3486,0.1166,2.991,0.003758,0.006418
1168,-0.09195,0.1128,-0.8154,0.7875,0.9881,0.342,0.1184,2.888,0.004712,0.00776
1170,-0.09367,0.1162,-0.8063,0.785,0.9881,0.3375,0.1198,2.817,0.005502,0.008843
1172,-0.09048,0.1185,-0.7637,0.7728,0.9881,0.3348,0.1207,2.773,0.006054,0.009592
1174,-0.08226,0.1195,-0.6882,0.7502,0.9881,0.3337,0.1213,2.752,0.006345,0.01
1176,-0.07134,0.12,-0.5947,0.7205,0.9881,0.3337,0.1214,2.748,0.006392,0.01003
1178,-0.0607,0.1201,-0.5053,0.6904,0.9881,0.3346,0.1213,2.76,0.006237,0.009868
1180,-0.05182,0.1199,-0.432,0.6647,0.9881,0.3364,0.1209,2.783,0.005929,0.009441
1182,-0.04457,0.1194,-0.3732,0.6434,0.9881,0.3388,0.1203,2.816,0.005522,0.008861
1184,-0.03809,0.1188,-0.3207,0.624,0.9881,0.3418,0.1197,2.855,0.00507,0.008274
1186,-0.03156,0.1181,-0.2671,0.6039,0.9881,0.3452,0.1192,2.896,0.004625,0.007648
1188,-0.02453,0.1173,-0.2092,0.5817,0.9881,0.3487,0.1187,2.937,0.004226,0.007101
1190,-0.01723,0.116,-0.1485,0.5583,0.9881,0.3519,0.1183,2.975,0.003887,0.006603
1192,-0.01032,0.1143,-0.09035,0.5355,0.9881,0.3545,0.1178,3.01,0.0036,0.006172
1194,-0.004571,0.1124,-0.04066,0.516,0.9881,0.3565,0.1171,3.043,0.003344,0.005781
1196,-0.0003768,0.1108,-0.003402,0.5013,0.9881,0.3578,0.1163,3.077,0.003099,0.005411
1198,0.002404,0.1097,0.02191,0.4914,0.9881,0.3586,0.1151,3.115,0.002853,0.005043
1200,0.00463,0.1094,0.04232,0.4833,0.9881,0.3592,0.1138,3.156,0.002599,0.004669
1202,0.007719,0.1095,0.07047,0.4723,0.9881,0.3596,0.1123,3.203,0.002344,0.004221
1204,0.01292,0.1095,0.1179,0.4537,0.9881,0.3601,0.1107,3.252,0.002096,0.003797
1206,0.02055,0.1091,0.1884,0.4263,0.9881,0.3606,0.1092,3.303,0.001872,0.003411
1208,0.03008,0.1084,0.2776,0.3921,0.9881,0.3613,0.1079,3.347,0.001692,0.003106
1210,0.04056,0.1076,0.377,0.3552,0.9881,0.3619,0.1071,3.379,0.001575,0.002907
1212,0.05105,0.107,0.4771,0.3194,0.9881,0.362,0.1068,3.39,0.001536,0.002844
1214,0.0609,0.1066,0.5715,0.2872,0.9676,0.3611,0.107,3.376,0.001586,0.002925
1216,0.06992,0.1062,0.6586,0.259,0.9131,0.3588,0.1075,3.337,0.001733,0.003176
1218,0.07822,0.1057,0.7402,0.2341,0.8607,0.3549,0.1083,3.277,0.001982,0.003602
1220,0.08606,0.1049,0.82,0.2112,0.8024,0.3493,0.1091,3.202,0.002347,0.004221
1222,0.09372,0.1039,0.9023,0.1891,0.7587,0.3423,0.1099,3.115,0.002848,0.005043
1224,0.1014,0.1024,0.9902,0.1673,0.6923,0.3341,0.1106,3.021,0.003517,0.006055
1226,0.1091,0.1006,1.085,0.1458,0.6169,0.3252,0.1114,2.92,0.004389,0.007335
1228,0.1167,0.09858,1.184,0.1256,0.5467,0.316,0.1122,2.817,0.005501,0.008843
1230,0.1236,0.09652,1.281,0.1078,0.4797,0.3068,0.113,2.715,0.006873,0.0107
1232,0.1294,0.0946,1.368,0.09368,0.4258,0.2981,0.1139,2.616,0.008496,0.01289
1234,0.1334,0.09288,1.436,0.08366,0.3888,0.2901,0.1149,2.524,0.01032,0.0152
1236,0.1351,0.09138,1.479,0.07781,0.367,0.2831,0.1159,2.442,0.01227,0.01749
1238,0.1345,0.09006,1.494,0.07583,0.3604,0.2771,0.1169,2.371,0.01424,0.01996
1240,0.1317,0.08889,1.481,0.07747,0.3668,0.2723,0.1179,2.311,0.01612,0.02242
1242,0.1268,0.08784,1.443,0.08265,0.3855,0.2686,0.1188,2.261,0.01783,0.02452
1244,0.12,0.08685,1.382,0.09151,0.419,0.2657,0.1196,2.222,0.01931,0.0263
1246,0.1117,0.08587,1.301,0.1044,0.4696,0.2636,0.1203,2.191,0.02054,0.02791
1248,0.1019,0.08481,1.202,0.1221,0.5375,0.2619,0.1208,2.168,0.02152,0.02902
1250,0.09085,0.08366,1.086,0.1456,0.6169,0.2606,0.1211,2.151,0.02228,0.02963
1252,0.07862,0.08248,0.9532,0.1762,0.7199,0.2593,0.1212,2.139,0.02284,0.03025
1254,0.06558,0.08146,0.8051,0.2154,0.8109,0.2579,0.1211,2.13,0.02323,0.0307
1256,0.05227,0.08088,0.6463,0.2629,0.9166,0.2561,0.1206,2.124,0.02351,0.03104
1258,0.03935,0.08093,0.4862,0.3162,0.9881,0.2538,0.1198,2.119,0.02374,0.03131
1260,0.02733,0.08165,0.3348,0.3707,0.9881,0.2506,0.1186,2.113,0.02402,0.0315
1262,0.01656,0.08294,0.1997,0.4219,0.9881,0.2462,0.117,2.104,0.02448,0.032
1264,0.007245,0.08464,0.0856,0.4663,0.9881,0.2401,0.1151,2.086,0.02533,0.03288
1266,-0.0004082,0.08657,-0.004715,0.5019,0.9881,0.2319,0.1128,2.056,0.02691,0.03464
1268,-0.006297,0.08855,-0.07111,0.528,0.9881,0.2213,0.1104,2.005,0.02972,0.03772
1270,-0.0106,0.09036,-0.1173,0.5461,0.9881,0.2083,0.108,1.928,0.03444,0.04305
1272,-0.01378,0.09187,-0.15,0.5588,0.9881,0.1938,0.106,1.828,0.04165,0.05094
1274,-0.01635,0.09313,-0.1755,0.5687,0.9881,0.179,0.1044,1.715,0.05132,0.06192
1276,-0.01852,0.09432,-0.1964,0.5768,0.9881,0.1643,0.1027,1.6,0.06304,0.07476
1278,-0.02008,0.09568,-0.2099,0.582,0.9881,0.1494,0.1008,1.482,0.0774,0.09068
1280,-0.0206,0.09742,-0.2115,0.5826,0.9881,0.1331,0.09896,1.345,0.09719,0.112
1282,-0.01988,0.09967,-0.1994,0.578,0.9881,0.1163,0.09795,1.188,0.1248,0.1416
1284,-0.01847,0.1023,-0.1805,0.5707,0.9881,0.1023,0.09798,1.044,0.1548,0.1727
1286,-0.01821,0.1045,-0.1742,0.5682,0.9881,0.09308,0.09807,0.9491,0.1772,0.1966
1288,-0.02153,0.1053,-0.2044,0.5799,0.9881,0.08832,0.09758,0.9051,0.1884,0.2082
1290,-0.02862,0.1048,-0.273,0.6061,0.9881,0.08693,0.09647,0.9011,0.1894,0.2092
1292,-0.03712,0.1044,-0.3553,0.6369,0.9881,0.08812,0.09489,0.9287,0.1823,0.2019
1294,-0.0451,0.105,-0.4295,0.6638,0.9881,0.09146,0.09297,0.9838,0.1688,0.1877
1296,-0.05187,0.1065,-0.4871,0.6841,0.9881,0.09668,0.09083,1.064,0.1502,0.1677
1298,-0.05646,0.1085,-0.5202,0.6955,0.9881,0.1036,0.08859,1.169,0.1284,0.1452
1300,-0.04801,0.1095,-0.4384,0.667,0.9881,0.1119,0.08636,1.296,0.1052,0.1207
1302,-0.03506,0.1119,-0.3133,0.6213,0.9881,0.1215,0.08426,1.442,0.0828,0.09655
1304,-0.03439,0.1138,-0.3023,0.6171,0.9881,0.132,0.08238,1.602,0.06283,0.07466
1306,-0.03869,0.1143,-0.3385,0.6306,0.9881,0.143,0.08082,1.77,0.04639,0.05624
1308,-0.04492,0.114,-0.394,0.651,0.9881,0.1544,0.0796,1.94,0.03372,0.04224
1310,-0.05122,0.1135,-0.4514,0.6716,0.9881,0.1656,0.07872,2.104,0.02445,0.032
1312,-0.05676,0.113,-0.5025,0.6895,0.9881,0.1765,0.07814,2.259,0.01791,0.0246
1314,-0.06079,0.1126,-0.54,0.7023,0.9881,0.1868,0.07782,2.4,0.0134,0.01891
1316,-0.06051,0.1118,-0.5414,0.7027,0.9881,0.1961,0.07766,2.525,0.01032,0.0152
1318,-0.05228,0.1099,-0.4757,0.6802,0.9881,0.2042,0.07761,2.631,0.008225,0.01254
1320,-0.03986,0.1083,-0.3682,0.6416,0.9881,0.2109,0.07759,2.719,0.006815,0.01064
1322,-0.02773,0.1075,-0.2579,0.6004,0.9881,0.216,0.07757,2.785,0.005898,0.009404
1324,-0.01649,0.1073,-0.1537,0.5603,0.9881,0.2193,0.07755,2.828,0.005372,0.008687
1326,-0.006252,0.1073,-0.05827,0.5229,0.9881,0.2206,0.07764,2.842,0.005216,0.008457
1328,0.002711,0.1073,0.02528,0.49,0.9881,0.2199,0.07808,2.817,0.005504,0.008843
1330,0.01034,0.107,0.09662,0.462,0.9881,0.2178,0.07924,2.748,0.006394,0.01003
1332,0.01692,0.1066,0.1587,0.4378,0.9881,0.2151,0.08143,2.642,0.008038,0.01228
1334,0.02289,0.1061,0.2158,0.4157,0.9881,0.2133,0.08457,2.522,0.01038,0.01526
1336,0.02867,0.1056,0.2715,0.3945,0.9881,0.213,0.08828,2.413,0.01305,0.0185
1338,0.03457,0.1053,0.3282,0.3732,0.9881,0.2144,0.09214,2.327,0.01558,0.02174
1340,0.04075,0.1053,0.387,0.3515,0.9881,0.2172,0.09589,2.266,0.01768,0.02434
1342,0.04722,0.1055,0.4474,0.3298,0.9881,0.2211,0.09951,2.222,0.0193,0.0263
1344,0.05388,0.1061,0.5078,0.3087,0.9881,0.2256,0.1031,2.189,0.02065,0.02799
1346,0.06057,0.107,0.5659,0.289,0.9686,0.23,0.1067,2.156,0.02204,0.02943
1348,0.06699,0.1084,0.6181,0.2719,0.9338,0.2332,0.1101,2.118,0.02381,0.03133
1350,0.07268,0.1102,0.6596,0.2587,0.9131,0.2341,0.1131,2.07,0.02618,0.03388
1352,0.07691,0.1125,0.6839,0.2511,0.9021,0.2321,0.1153,2.014,0.02922,0.03723
1354,0.07878,0.1151,0.6846,0.2509,0.9021,0.2276,0.1166,1.953,0.03288,0.04135
1356,0.07744,0.1178,0.6576,0.2593,0.9131,0.2213,0.1171,1.891,0.03702,0.04591
1358,0.07263,0.1204,0.6034,0.2767,0.9476,0.2143,0.117,1.832,0.04137,0.05075
1360,0.06465,0.1229,0.5261,0.3025,0.9881,0.2072,0.1164,1.78,0.04557,0.05547
1362,0.05413,0.1254,0.4315,0.3355,0.9881,0.2006,0.1154,1.738,0.04921,0.05949
1364,0.04181,0.1281,0.3264,0.3739,0.9881,0.1946,0.1139,1.709,0.05191,0.06258
1366,0.02867,0.1308,0.2192,0.4144,0.9881,0.1893,0.1119,1.692,0.05351,0.06431
1368,0.01617,0.133,0.1216,0.4522,0.9881,0.1845,0.1095,1.685,0.05414,0.06501
1370,0.006171,0.1341,0.04601,0.4819,0.9881,0.1797,0.1068,1.683,0.05434,0.06519
1372,0.0009151,0.1334,0.006859,0.4973,0.9881,0.1746,0.1041,1.677,0.05495,0.06586
1374,0.005525,0.1296,0.04264,0.4832,0.9881,0.1684,0.1017,1.656,0.05705,0.06824
1376,0.02639,0.1222,0.216,0.4156,0.9881,0.1611,0.09999,1.611,0.06183,0.07361
1378,0.04908,0.1164,0.4215,0.3391,0.9881,0.153,0.09938,1.54,0.07007,0.08271
1380,0.06402,0.1125,0.5691,0.288,0.9676,0.1456,0.09987,1.458,0.08062,0.09427
1382,0.0733,0.109,0.6722,0.2548,0.9089,0.1405,0.1008,1.393,0.08983,0.1042
1384,0.07871,0.1058,0.7443,0.2329,0.8588,0.1386,0.1016,1.365,0.09414,0.109
1386,0.08114,0.1025,0.7913,0.2193,0.8182,0.1398,0.1017,1.375,0.09253,0.1072
1388,0.08125,0.09937,0.8177,0.2118,0.8024,0.1436,0.1012,1.419,0.08598,0.1002
1390,0.07977,0.09625,0.8288,0.2088,0.7978,0.1494,0.1002,1.492,0.07607,0.08937
1392,0.07754,0.09325,0.8315,0.208,0.7978,0.1569,0.09878,1.589,0.06432,0.07614
1394,0.07543,0.09052,0.8333,0.2075,0.7978,0.1659,0.09715,1.707,0.05204,0.06266
1396,0.07404,0.0883,0.8385,0.2061,0.7975,0.176,0.09536,1.846,0.04027,0.04955
1398,0.07349,0.08675,0.8472,0.2037,0.7933,0.1873,0.09352,2.003,0.02983,0.03782
1400,0.07355,0.08584,0.8568,0.2011,0.7856,0.1995,0.0917,2.176,0.0212,0.02862
1402,0.0739,0.08535,0.8659,0.1987,0.7826,0.2125,0.09002,2.361,0.01453,0.02033
1404,0.07434,0.08511,0.8735,0.1967,0.7779,0.2262,0.08853,2.555,0.009683,0.01436
1406,0.07467,0.08511,0.8773,0.1956,0.7779,0.2402,0.08734,2.75,0.00637,0.01003
1408,0.07459,0.08534,0.874,0.1965,0.7779,0.2542,0.08651,2.938,0.004219,0.007101
1410,0.07385,0.08572,0.8615,0.1999,0.7831,0.2678,0.08612,3.11,0.002884,0.005078
1412,0.07229,0.08606,0.84,0.2057,0.7975,0.2806,0.08621,3.255,0.002084,0.003781
1414,0.06998,0.08615,0.8123,0.2133,0.8057,0.2921,0.08675,3.368,0.001617,0.002976
1416,0.06717,0.08582,0.7828,0.2217,0.8248,0.3021,0.08763,3.447,0.001351,0.002514
1418,0.06426,0.08504,0.7557,0.2295,0.8489,0.3102,0.08874,3.496,0.001209,0.002262
1420,0.06154,0.08394,0.7331,0.2362,0.866,0.3167,0.08999,3.519,0.001147,0.00216
1422,0.059,0.08279,0.7126,0.2424,0.8859,0.3215,0.09135,3.52,0.001145,0.002159
1424,0.05634,0.08187,0.6882,0.2498,0.9021,0.3249,0.09279,3.502,0.001193,0.002236
1426,0.05311,0.08137,0.6527,0.2609,0.9158,0.3271,0.09435,3.466,0.001293,0.002412
1428,0.04893,0.08143,0.6008,0.2775,0.9478,0.3282,0.09606,3.416,0.001449,0.002691
1430,0.0437,0.08212,0.5322,0.3004,0.9881,0.3284,0.09793,3.354,0.001668,0.003067
1432,0.03781,0.08354,0.4526,0.328,0.9881,0.3281,0.09994,3.283,0.001957,0.003561
1434,0.03197,0.08574,0.3728,0.3567,0.9881,0.3274,0.102,3.209,0.002311,0.004168
1436,0.0268,0.08868,0.3022,0.3829,0.9881,0.3267,0.1041,3.137,0.002714,0.004846
1438,0.0224,0.09224,0.2428,0.4054,0.9881,0.326,0.1061,3.072,0.003136,0.005459
1440,0.01828,0.09625,0.1899,0.4257,0.9881,0.3256,0.1079,3.018,0.00354,0.006078
1442,0.01371,0.1005,0.1364,0.4465,0.9881,0.3255,0.1094,2.975,0.003894,0.006604
1444,0.008225,0.1048,0.0785,0.4691,0.9881,0.3257,0.1107,2.943,0.004174,0.007041
1446,0.002171,0.1087,0.01998,0.4921,0.9881,0.326,0.1116,2.922,0.004374,0.007319
1448,-0.003323,0.1118,-0.02974,0.5117,0.9881,0.3264,0.1122,2.909,0.0045,0.007489
1450,-0.007383,0.1138,-0.06486,0.5255,0.9881,0.3266,0.1125,2.902,0.004567,0.007591
1452,-0.01013,0.1151,-0.08799,0.5346,0.9881,0.3265,0.1126,2.899,0.004597,0.007631
1454,-0.0121,0.1159,-0.1043,0.541,0.9881,0.3259,0.1125,2.897,0.004615,0.00764
1456,-0.01352,0.1166,-0.116,0.5456,0.9881,0.3247,0.1122,2.895,0.004643,0.007666
1458,-0.01422,0.117,-0.1216,0.5478,0.9881,0.3228,0.1117,2.889,0.004702,0.007753
1460,-0.01383,0.117,-0.1182,0.5464,0.9881,0.3203,0.1113,2.879,0.004806,0.007884
1462,-0.012,0.1166,-0.1029,0.5404,0.9881,0.3174,0.1108,2.864,0.004962,0.008108
1464,-0.008575,0.1158,-0.07403,0.5291,0.9881,0.3143,0.1104,2.846,0.005169,0.008391
1466,-0.003558,0.1149,-0.03097,0.5122,0.9881,0.3112,0.1102,2.824,0.005417,0.008738
1468,0.002947,0.114,0.02585,0.4898,0.9881,0.3083,0.1101,2.801,0.005695,0.009127
1470,0.01066,0.1134,0.09407,0.463,0.9881,0.3057,0.11,2.778,0.005989,0.009513
1472,0.01892,0.113,0.1674,0.4344,0.9881,0.3034,0.1101,2.756,0.006289,0.009926
1474,0.02656,0.1128,0.2354,0.4082,0.9881,0.3014,0.1102,2.734,0.006587,0.0103
1476,0.03221,0.1127,0.2858,0.3891,0.9881,0.2997,0.1104,2.714,0.006876,0.0107
1478,0.03456,0.1125,0.3072,0.381,0.9881,0.2982,0.1106,2.696,0.007153,0.01111
1480,0.03256,0.1121,0.2905,0.3873,0.9881,0.2968,0.1107,2.68,0.007406,0.01144
1482,0.02571,0.1116,0.2305,0.4101,0.9881,0.2955,0.1108,2.667,0.007623,0.01173
1484,0.0145,0.1111,0.1305,0.4488,0.9881,0.2944,0.1108,2.657,0.007778,0.01193
1486,0.0005385,0.1109,0.004856,0.4981,0.9881,0.2933,0.1105,2.654,0.00784,0.01201
1488,-0.01413,0.1107,-0.1277,0.5501,0.9881,0.2925,0.1101,2.657,0.007775,0.01193
1490,-0.02803,0.1102,-0.2545,0.5991,0.9881,0.2919,0.1093,2.671,0.007554,0.01164
1492,-0.0406,0.1093,-0.3715,0.6428,0.9881,0.2917,0.1082,2.695,0.00717,0.01112
1494,-0.05191,0.1082,-0.48,0.6816,0.9881,0.2919,0.1069,2.73,0.006646,0.01038
1496,-0.06236,0.107,-0.5828,0.7166,0.9881,0.2923,0.1053,2.775,0.006032,0.009568
1498,-0.07241,0.1059,-0.6835,0.7487,0.9881,0.2929,0.1036,2.827,0.00539,0.008705
1500,-0.08251,0.105,-0.7856,0.7791,0.9881,0.2934,0.1018,2.882,0.004776,0.007844
1502,-0.09294,0.1042,-0.8922,0.8083,0.9881,0.2938,0.1,2.937,0.004227,0.007101
1504,-0.1037,0.1033,-1.004,0.836,0.9881,0.2938,0.09826,2.99,0.003763,0.006418
1506,-0.1146,0.1024,-1.12,0.8616,0.9881,0.2934,0.09661,3.037,0.003393,0.005858
1508,-0.1252,0.1013,-1.236,0.8842,0.9881,0.2924,0.09508,3.075,0.003115,0.005431
1510,-0.1349,0.1001,-1.349,0.9033,0.9881,0.2908,0.09371,3.103,0.002927,0.005131
1512,-0.1437,0.09866,-1.456,0.9192,0.9881,0.2885,0.09249,3.119,0.002824,0.005008
1514,-0.1515,0.09713,-1.56,0.9324,0.9881,0.2854,0.09143,3.122,0.002807,0.004984
1516,-0.1592,0.09551,-1.667,0.944,0.9881,0.2816,0.09051,3.111,0.002877,0.005078
1518,-0.1676,0.09406,-1.782,0.9546,0.9881,0.2769,0.08973,3.086,0.003042,0.005318
1520,-0.1767,0.09361,-1.887,0.9628,0.9881,0.2714,0.08908,3.047,0.003319,0.005746
1522,-0.1851,0.09476,-1.953,0.9672,0.9881,0.2651,0.08857,2.993,0.003736,0.006388
1524,-0.1925,0.0966,-1.992,0.9696,0.9881,0.2582,0.08825,2.926,0.004335,0.007264
1526,-0.1996,0.0978,-2.041,0.9723,0.9881,0.251,0.08819,2.846,0.005168,0.008391
1528,-0.2065,0.09824,-2.102,0.9754,0.9881,0.2438,0.08845,2.756,0.006279,0.009922
1530,-0.2122,0.09836,-2.157,0.978,0.9881,0.2373,0.08905,2.665,0.007654,0.01177
1532,-0.2162,0.0984,-2.197,0.9797,0.9881,0.2319,0.0899,2.58,0.00918,0.01376
1534,-0.2181,0.0984,-2.216,0.9805,0.9881,0.2282,0.0909,2.511,0.01063,0.0155
1536,-0.2179,0.09832,-2.217,0.9805,0.9881,0.2265,0.0919,2.464,0.01172,0.01683
1538,-0.2157,0.09812,-2.198,0.9797,0.9881,0.2269,0.09283,2.444,0.01223,0.01746
1540,-0.2117,0.09778,-2.165,0.9783,0.9881,0.2294,0.09371,2.448,0.01212,0.01732
1542,-0.2069,0.09734,-2.125,0.9766,0.9881,0.234,0.09463,2.472,0.01153,0.01662
1544,-0.2035,0.0971,-2.096,0.9751,0.9881,0.2401,0.09578,2.507,0.01071,0.01557
1546,-0.2042,0.0981,-2.082,0.9744,0.9881,0.2473,0.09729,2.542,0.009951,0.01472
1548,-0.208,0.1017,-2.045,0.9725,0.9881,0.2548,0.09921,2.569,0.009403,0.01399
1550,-0.2093,0.1066,-1.964,0.9678,0.9881,0.2621,0.1014,2.583,0.009108,0.01371
1552,-0.2057,0.1102,-1.866,0.9612,0.9881,0.2687,0.1038,2.587,0.009031,0.01363
1554,-0.1991,0.1122,-1.775,0.954,0.9881,0.2745,0.1063,2.583,0.009116,0.01371
