generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M2S,"{""omega"": 0.5}",4,500004,inner,M3,4,84,38,14,-8611.387106066188,-8611.387106020833,4.5354681788012385e-08,0,1,4,84,84,-3515.818009985894,-3515.8175902312996,2352,0.5,9.5,cold,extra,extra,0,84,"[1.672117, 0.819942, -0.925302, -2.403141, 3.534713, 0.849595, 0.876657]","[1.672081, 0.819925, -0.925302, -2.403181, 3.534759, 0.849576, 0.876657]"
M2S,"{""omega"": 0.5}",4,500004,inner,M3H,4,84,38,14,-8638.70237348151,-8638.70237251365,9.678606147645041e-07,0,1,4,84,84,-3519.1824647075655,-3519.1822092009584,2352,128.7,2495.1,cold,challenge,challenge,0,84,"[-0.920101, -18.127837, 0.684218, 0.977915, 1.496899, 2.548661, -0.146112, -1.580492]","[-0.920099, -19.113814, 0.684221, 0.977879, 1.496829, 2.548672, -0.146115, -1.580419]"
M2S,"{""omega"": 0.5}",4,500004,inner,M3L,4,84,38,14,-8642.867513581758,-8642.867513065583,5.161746230442077e-07,0,1,4,84,84,-3522.3962386252033,-3522.3964674303948,2352,0.7,15.1,cold,extra,extra,0,84,"[-0.915939, -18.274826, 0.670748, 1.112721, 1.484928, 2.547373, -0.132535, -3.971012]","[-0.915945, -19.46346, 0.670749, 1.112747, 1.48491, 2.547382, -0.132533, -4.022244]"
M2S,"{""omega"": 0.5}",4,500004,inner,M3V,4,84,38,14,-8524.1239910233,-8524.123990443068,5.802321538794786e-07,0,1,4,84,84,-3480.32989748755,-3480.327960585676,2352,0.6,11.6,cold,extra,extra,0,84,"[-0.898482, -18.204163, 0.652629, 3.482651, 0.833213, 2.477433, -0.41993, -0.00275]","[-0.898482, -24.370377, 0.652621, 3.482699, 0.833236, 2.47742, -0.419927, -0.002747]"
M2S,"{""omega"": 0.5}",4,500004,outer,M2B,8,88,52,12,-11962.78994881302,-11962.789948812766,2.546585164964199e-10,0,1,8,88,87,-2494.3102303296473,-2494.310242015835,2016,0.3,3.4,cold,extra,extra,0,88,"[2.9947, 1.597104, 1.986263, 0.180819, 0.962761, 0.980585]","[2.994699, 1.597104, 1.986262, 0.180819, 0.962761, 0.980585]"
M2S,"{""omega"": 0.5}",4,500004,outer,M2H,8,88,52,12,-11740.319793607152,-11740.319793604987,2.164597390219569e-09,0,1,8,87,87,-2457.56885134377,-2457.5689515278355,2016,77.3,875.0,cold,extra,extra,0,88,"[2.812161, 1.187688, 2.015029, 0.370481, 0.963432, 0.931786, -0.067148]","[2.812158, 1.187688, 2.01503, 0.370481, 0.963432, 0.931787, -0.067149]"
M2S,"{""omega"": 0.5}",4,500004,outer,M2K,8,88,52,12,-11926.814377183588,-11926.81437716539,1.8197169993072748e-08,0,1,8,88,83,-2491.4289319353807,-2491.428932683798,2016,1.5,18.8,cold,extra,extra,1,88,"[3.010148, 1.586981, 1.91595, 0.179333, 1.250961, 0.338869, 0.836963, -0.172828]","[3.010153, 1.586966, 1.915963, 0.17933, 1.250957, 0.33888, 0.836954, -0.172835]"
M2S,"{""omega"": 0.5}",4,500004,outer,M2S,8,88,52,12,-9844.886242623728,-9844.886242622932,7.967173587530851e-10,0,1,8,88,87,-1858.7940682830983,-1858.7940559088897,2016,50.5,554.2,cold,extra,extra,0,88,"[3.002432, 1.531578, 2.006111, 0.153462, 0.74874, 0.980472, -0.65564]","[3.002432, 1.531578, 2.006111, 0.153462, 0.74874, 0.980472, -0.655638]"
M2S,"{""omega"": 0.5}",4,500004,outer,M3,8,88,52,12,-12113.546830693487,-12113.546830692205,1.2823875294998288e-09,0,1,8,88,88,-2517.8204730683333,-2517.8204761492707,2016,1.4,14.4,cold,extra,extra,0,88,"[1.473201, 0.708535, -0.940019, -2.63557, 3.784072, 0.789626, 0.907508]","[1.473192, 0.708532, -0.94002, -2.635583, 3.784087, 0.789623, 0.907508]"
M2S,"{""omega"": 0.5}",4,500004,outer,M3H,8,88,52,12,-12144.589590197887,-12144.589589142686,1.055201209965162e-06,0,1,8,88,88,-2531.6895373057123,-2531.6901148689817,2016,362.9,3647.9,cold,extra,extra,0,88,"[-0.92618, -18.472991, 0.691631, 0.853411, 1.536235, 2.526541, -0.11513, -1.424194]","[-0.926184, -19.434536, 0.691636, 0.853437, 1.536292, 2.526546, -0.115129, -1.424235]"
M2S,"{""omega"": 0.5}",4,500004,outer,M3L,8,88,52,12,-12152.103515797491,-12152.103515747605,4.9885784392245114e-08,0,1,8,88,88,-2533.862943089071,-2533.862842272059,2016,2.3,21.9,cold,extra,extra,0,88,"[-0.921149, -18.532409, 0.672626, 1.001797, 1.528044, 2.524732, -0.097419, -4.170509]","[-0.921147, -18.715898, 0.672625, 1.00176, 1.528102, 2.524734, -0.097421, -4.235054]"
M2S,"{""omega"": 0.5}",4,500004,outer,M3V,8,88,52,12,-11991.081756809566,-11991.081756436222,3.7334393709897995e-07,0,1,8,88,88,-2506.455929567021,-2506.4576460766366,2016,1.9,18.1,cold,extra,extra,0,88,"[-0.911539, -18.262129, 0.659766, 3.273573, 0.794839, 2.443865, -0.373925, 0.02945]","[-0.911547, -18.4929, 0.659777, 3.273541, 0.794807, 2.443846, -0.373927, 0.029455]"
M2S,"{""omega"": 0.5}",5,500005,inner,M2B,4,84,38,14,-8556.124258066857,-8556.124258066524,3.3287506084889174e-10,0,1,4,84,83,-2973.846184765017,-2973.846186054313,2352,0.1,2.1,cold,extra,extra,0,84,"[3.025549, 1.622356, 2.000538, 0.167754, 0.935986, 0.986915]","[3.02555, 1.622355, 2.000539, 0.167754, 0.935986, 0.986915]"
M2S,"{""omega"": 0.5}",5,500005,inner,M2H,4,84,38,14,-8553.954267406023,-8553.954267395544,1.0479197953827679e-08,0,1,4,82,82,-2969.443816542859,-2969.44348524668,2352,26.0,575.8,cold,extra,extra,0,84,"[3.019843, 1.588968, 2.006994, 0.176976, 0.935529, 0.987484, -1.93745]","[3.019843, 1.588965, 2.006991, 0.176977, 0.935529, 0.987481, -1.937439]"
M2S,"{""omega"": 0.5}",5,500005,inner,M2K,4,84,38,14,-8542.100338970999,-8542.100338965614,5.384208634495735e-09,0,1,4,84,62,-2972.3829398824587,-2972.3829237145765,2352,0.5,9.4,cold,challenge,challenge,1,84,"[3.0302, 1.620887, 2.281365, 0.190142, 0.999179, 1.730432, -0.888284, -0.059131]","[3.0302, 1.620881, 2.281359, 0.190141, 0.99918, 1.730431, -0.888292, -0.059124]"
M2S,"{""omega"": 0.5}",5,500005,inner,M2S,4,84,38,14,-7353.822510894062,-7353.822510888744,5.318725015968084e-09,0,1,4,84,84,-2384.27787570945,-2384.2778693906594,2352,14.9,312.4,cold,extra,extra,0,84,"[3.006687, 1.57248, 1.991119, 0.149868, 0.765099, 0.988078, -0.753027]","[3.006687, 1.572481, 1.991118, 0.149867, 0.765095, 0.988077, -0.753023]"
M2S,"{""omega"": 0.5}",5,500005,inner,M3,4,84,38,14,-8650.38451338729,-8650.384513385583,1.7062120605260134e-09,0,1,4,84,84,-3008.7458176577575,-3008.7458651067655,2352,0.4,7.4,cold,extra,extra,0,84,"[1.638169, 0.636507, -0.937082, -2.464143, 3.623443, 0.872504, 0.861005]","[1.638178, 0.636508, -0.937081, -2.464131, 3.62343, 0.872507, 0.861006]"
M2S,"{""omega"": 0.5}",5,500005,inner,M3H,4,84,38,14,-8676.051900670955,-8676.051900163493,5.07461663801223e-07,0,1,4,84,84,-3024.801710865007,-3024.8027313036555,2352,78.6,1575.5,cold,extra,extra,0,84,"[-0.930228, -18.065566, 0.694391, 0.839212, 1.626281, 2.566096, -0.14953, -37.961309]","[-0.930231, -19.420102, 0.694395, 0.839183, 1.626263, 2.566091, -0.149531, -42.527641]"
M2S,"{""omega"": 0.5}",5,500005,inner,M3L,4,84,38,14,-8676.051900260805,-8676.05190005821,2.025954017881304e-07,0,1,4,84,84,-3024.8019099640046,-3024.802392666901,2352,0.5,11.1,cold,extra,extra,0,84,"[-0.930228, -18.796532, 0.694393, 0.839208, 1.626218, 2.5661, -0.149528, -4.462345]","[-0.930231, -19.67026, 0.694395, 0.839187, 1.626282, 2.566096, -0.149532, -4.499704]"
M2S,"{""omega"": 0.5}",5,500005,inner,M3V,4,84,38,14,-8612.697700131179,-8612.697700131179,0.0,0,1,4,84,84,-2994.8695203700377,-2994.8695203700377,2352,0.5,9.0,cold,cold,cold:pipeline,0,84,"[-0.92697, -20.23995, 0.651612, 2.66804, 0.976032, 2.480897, -0.365467, -0.02157]","[-0.92697, -20.23995, 0.651612, 2.66804, 0.976032, 2.480897, -0.365467, -0.02157]"
M2S,"{""omega"": 0.5}",5,500005,outer,M2B,8,88,52,12,-11524.971575628271,-11524.97157562824,3.092281986027956e-11,0,1,8,88,87,-2652.5091500298436,-2652.5091493448294,2016,0.3,3.8,cold,extra,extra,0,88,"[3.054068, 1.656562, 1.97653, 0.165834, 0.91528, 0.991126]","[3.054068, 1.656562, 1.97653, 0.165834, 0.91528, 0.991125]"
M2S,"{""omega"": 0.5}",5,500005,outer,M2H,8,88,52,12,-11517.257167290376,-11517.25716728524,5.136826075613499e-09,0,1,8,88,83,-2646.410420019123,-2646.410292805967,2016,120.4,1043.6,cold,challenge,challenge,0,88,"[3.046969, 1.59124, 1.987621, 0.183244, 0.914555, 0.992666, -1.637842]","[3.046967, 1.591239, 1.987622, 0.183244, 0.914555, 0.992666, -1.637827]"
M2S,"{""omega"": 0.5}",5,500005,outer,M2K,8,88,52,12,-11509.636598891966,-11509.636598753004,1.389616954838857e-07,0,1,8,88,43,-2651.186187845933,-2651.1868928554695,2016,1.5,15.7,cold,challenge,challenge,1,88,"[3.057758, 1.653354, 2.231242, 0.184796, 0.972351, 1.687784, -0.852641, -0.046986]","[3.057771, 1.653382, 2.231234, 0.184796, 0.972352, 1.687788, -0.852647, -0.046986]"
M2S,"{""omega"": 0.5}",5,500005,outer,M2S,8,88,52,12,-9736.712349215524,-9736.712349214202,1.3224052963778377e-09,0,1,8,88,85,-2280.15853860427,-2280.1585750930685,2016,51.8,572.0,cold,extra,extra,0,88,"[3.021443, 1.536726, 1.998315, 0.142364, 0.735727, 1.000614, -0.712708]","[3.021443, 1.536728, 1.998315, 0.142363, 0.735726, 1.000614, -0.712705]"
M2S,"{""omega"": 0.5}",5,500005,outer,M3,8,88,52,12,-11654.38247414507,-11654.382474141106,3.963577910326421e-09,0,1,8,88,88,-2694.5854478147776,-2694.5854542191773,2016,1.3,12.5,cold,extra,extra,0,88,"[1.607439, 0.643436, -0.91411, -2.531546, 3.699368, 0.843453, 0.844761]","[1.607438, 0.643437, -0.91411, -2.531549, 3.699371, 0.843451, 0.844761]"
M2S,"{""omega"": 0.5}",5,500005,outer,M3H,8,88,52,12,-11696.463842967853,-11696.462328372247,0.0015145956058404408,0,1,8,88,88,-2709.5912072808815,-2709.5895618749664,2016,265.9,2532.4,cold,challenge,challenge,0,88,"[-0.90867, -18.984888, 0.684617, 0.856646, 1.614336, 2.59567, -0.168988, -21.181866]","[-0.908684, -10.795777, 0.684626, 0.856606, 1.614211, 2.59566, -0.169, -5.063184]"
M2S,"{""omega"": 0.5}",5,500005,outer,M3L,8,88,52,12,-11696.46384296384,-11696.46384259015,3.7368954508565366e-07,0,1,8,88,88,-2709.5912251303907,-2709.5913098856713,2016,1.5,15.5,cold,extra,extra,0,88,"[-0.90867, -18.951107, 0.68462, 0.856674, 1.61429, 2.595678, -0.168985, -4.100629]","[-0.908672, -20.412666, 0.684622, 0.85666, 1.614291, 2.595684, -0.168987, -4.236642]"
M2S,"{""omega"": 0.5}",5,500005,outer,M3V,8,88,52,12,-11602.722275750184,-11602.722275511027,2.391570887994021e-07,0,1,8,88,88,-2672.634079353801,-2672.634017900543,2016,1.4,13.6,cold,challenge,challenge,0,88,"[-0.905547, -18.734847, 0.644911, 2.81896, 0.952666, 2.504975, -0.384068, -0.04229]","[-0.905547, -20.080167, 0.64491, 2.818971, 0.952672, 2.504971, -0.384069, -0.042291]"
M2S,"{""omega"": 1.0}",0,500000,inner,M2B,4,84,38,14,-10086.946791152133,-10086.94679115212,1.2732925824820995e-11,0,1,4,84,84,-3689.741116921037,-3689.741113768595,2352,0.1,2.1,cold,extra,extra,,,"[2.826743, 1.58443, 2.019089, 0.237482, 1.183522, 0.981686]","[2.826743, 1.58443, 2.019089, 0.237482, 1.183522, 0.981686]"
M2S,"{""omega"": 1.0}",0,500000,inner,M2H,4,84,38,14,-9112.11015982222,-9110.521653241201,1.5885065810180095,1,1,2,72,1,-3174.5465729007165,-3177.2939717834647,2352,91.2,1824.4,cold,extra,extra,,,"[5.94336, 0.371095, 3.365482, 0.936674, 1.154817, 0.984647, 1.463396]","[5.246681, 0.367448, 3.374803, 0.928445, 1.151583, 0.981041, 1.795303]"
M2S,"{""omega"": 1.0}",0,500000,inner,M2K,4,84,38,14,-10047.104251554409,-10047.104251551897,2.5120243662968278e-09,0,1,4,84,76,-3688.448331736894,-3688.4483283466884,2352,0.5,11.1,cold,extra,extra,,,"[2.861306, 1.5785, 1.864995, 0.260255, 1.602321, 0.158993, 0.845294, -0.146573]","[2.86131, 1.578509, 1.865001, 0.260252, 1.602318, 0.158998, 0.84529, -0.146578]"
M2S,"{""omega"": 1.0}",0,500000,inner,M2S,4,84,38,14,-6441.306916958426,-6441.306916958067,3.5925040720030665e-10,0,1,4,84,82,-1921.705340160663,-1921.7053496134988,2352,19.3,404.3,cold,challenge,challenge,,,"[2.999484, 1.516151, 2.016626, 0.13931, 0.662017, 0.997668, -0.115486]","[2.999484, 1.516151, 2.016626, 0.13931, 0.662017, 0.997668, -0.115486]"
M2S,"{""omega"": 1.0}",0,500000,inner,M3,4,84,38,14,-10212.353124116275,-10212.351475845995,0.0016482702794746729,0,1,4,84,84,-3711.1861383840624,-3711.265258192048,2352,4.1,75.5,cold,extra,extra,,,"[-27.99493, 0.08768, -1.129804, -43477.099249, 43478.602017, 0.33652, 1.147064]","[-27.929016, 0.087835, -1.129776, -43965.031703, 43966.531242, 0.337704, 1.147061]"
M2S,"{""omega"": 1.0}",0,500000,inner,M3H,4,84,38,14,-10239.656773792301,-10239.656773132705,6.595964805455878e-07,0,1,4,84,84,-3723.7838699564995,-3723.7850553175244,2352,90.1,1845.8,cold,extra,extra,,,"[-0.939746, -18.134188, 0.736806, 0.684961, 1.595837, 2.432594, 0.10289, -0.777543]","[-0.93975, -19.690869, 0.736817, 0.684932, 1.595858, 2.43263, 0.102888, -0.777477]"
M2S,"{""omega"": 1.0}",0,500000,inner,M3L,4,84,38,14,-10262.407957367843,-10262.407956276775,1.0910680430242792e-06,0,1,4,84,84,-3720.959651909337,-3720.9587933772555,2352,0.6,12.4,cold,challenge,challenge,,,"[-0.939885, -17.469537, 0.677567, 1.070108, 1.527533, 2.360572, 0.142765, -4.391892]","[-0.939891, -40.307209, 0.67757, 1.070134, 1.527474, 2.360579, 0.142767, -5.934395]"
M2S,"{""omega"": 1.0}",0,500000,inner,M3V,4,84,38,14,-9999.193647148139,-9990.517432018592,8.676215129546108,1,1,4,84,1,-3643.976007498887,-3458.202239900892,2352,0.5,9.5,cold,challenge,challenge,,,"[-0.898513, -17.086489, 0.625741, 2.201856, 1.049459, 2.334132, -0.341363, 0.296749]","[-0.697728, -18.307678, 0.54373, 0.068959, 2.179031, 3.174757, 0.605938, -0.968274]"
M2S,"{""omega"": 1.0}",0,500000,outer,M2B,8,88,52,12,-13773.895008578174,-13773.895008578169,5.4569682106375694e-12,0,1,8,88,88,-7043.030421041588,-7043.030403178318,2016,0.3,2.8,cold,extra,extra,,,"[2.908427, 1.506485, 2.033275, 0.231649, 1.181661, 0.996927]","[2.908427, 1.506485, 2.033275, 0.231649, 1.181661, 0.996927]"
M2S,"{""omega"": 1.0}",0,500000,outer,M2H,8,88,52,12,-12282.332987772312,-12280.831178987959,1.501808784352761,1,1,7,68,2,-4508.474682867402,-4495.825160066193,2016,382.4,3265.5,cold,challenge,challenge,,,"[4.319372, 0.383364, 3.263929, 0.95193, 1.140719, 0.980304, 1.573158]","[6.633241, 0.391312, 3.212926, 0.952797, 1.146222, 0.983769, 1.595459]"
M2S,"{""omega"": 1.0}",0,500000,outer,M2K,8,88,52,12,-13731.932101233702,-13731.932101227922,5.780748324468732e-09,0,1,8,88,67,-7133.884429559869,-7133.885142020277,2016,1.7,16.8,cold,extra,extra,,,"[2.927914, 1.510871, 1.832188, 0.275618, 1.592786, 0.170384, 0.842345, -0.08791]","[2.927911, 1.510872, 1.83218, 0.275621, 1.59279, 0.170379, 0.842351, -0.087902]"
M2S,"{""omega"": 1.0}",0,500000,outer,M2S,8,88,52,12,-8361.647474808788,-8361.64747480855,2.382876118645072e-10,0,1,8,88,86,-2690.2999892150615,-2690.299982496062,2016,53.7,571.8,cold,extra,extra,,,"[3.005108, 1.501187, 2.021702, 0.12892, 0.628308, 0.998566, -0.069781]","[3.005108, 1.501186, 2.021702, 0.12892, 0.628309, 0.998566, -0.06978]"
M2S,"{""omega"": 1.0}",0,500000,outer,M3,8,88,52,12,-13921.627133152537,-13921.616507444369,0.010625708167935954,0,1,8,88,88,-7322.416529656552,-7322.2673159582655,2016,13.6,131.0,cold,extra,extra,,,"[-27.682987, 0.086649, -1.134069, -21635.17755, 21636.747549, 0.314879, 1.136493]","[-28.095658, 0.085607, -1.134187, -24481.12471, 24482.695198, 0.314656, 1.136525]"
M2S,"{""omega"": 1.0}",0,500000,outer,M3H,8,88,52,12,-13960.90044971904,-13960.900448175873,1.5431669453391805e-06,0,1,8,88,88,-7439.33401520332,-7439.3133621857605,2016,290.2,2844.3,cold,extra,extra,,,"[-0.946609, -17.275908, 0.72888, 0.778808, 1.493574, 2.46187, 0.106719, -1.00007]","[-0.946612, -18.399827, 0.728878, 0.778813, 1.493643, 2.461884, 0.106722, -1.000035]"
M2S,"{""omega"": 1.0}",0,500000,outer,M3L,8,88,52,12,-13980.701558349734,-13980.701558349734,0.0,0,1,8,88,88,-7331.391120770626,-7331.391120770626,2016,1.7,15.3,cold,cold,cold:pipeline,,,"[-0.944105, -19.043012, 0.692801, 1.029094, 1.426821, 2.417274, 0.13208, -4.261564]","[-0.944105, -19.043012, 0.692801, 1.029094, 1.426821, 2.417274, 0.13208, -4.261564]"
M2S,"{""omega"": 1.0}",0,500000,outer,M3V,8,88,52,12,-13641.264375858724,-13434.909839215627,206.35453664309716,1,1,8,88,1,-6722.42417690355,-4985.985952201894,2016,1.2,11.7,cold,challenge,challenge,,,"[-0.891237, -17.576603, 0.630078, 2.191977, 0.95298, 2.377757, -0.34971, 0.297734]","[-0.72793, -20.2371, 0.558156, 0.064051, 2.091914, 3.193316, 0.611764, -1.08931]"
M2S,"{""omega"": 1.0}",1,500001,inner,M2B,4,84,38,14,-14042.367638179338,-14042.367638179305,3.2741809263825417e-11,0,1,4,84,83,-5920.679043225668,-5920.679087553632,2352,0.1,2.0,cold,extra,extra,,,"[3.18471, 1.360781, 1.91754, 0.461818, 2.201616, 1.004424]","[3.184711, 1.360781, 1.917541, 0.461818, 2.201615, 1.004424]"
M2S,"{""omega"": 1.0}",1,500001,inner,M2H,4,84,38,14,-10508.311700605418,-10508.311700605418,0.0,0,1,2,35,1,-3994.18268339145,-3994.18268339145,2352,68.4,1517.5,cold,cold,cold:pipeline,,,"[4.872545, 0.566555, 4.020518, 1.481963, 1.584503, 1.658108, 0.965885]","[4.872545, 0.566555, 4.020518, 1.481963, 1.584503, 1.658108, 0.965885]"
M2S,"{""omega"": 1.0}",1,500001,inner,M2K,4,84,38,14,-13862.00150850503,-13862.00150849004,1.4990291674621403e-08,0,1,4,84,79,-5975.050325903295,-5975.050809254677,2352,0.5,14.9,cold,extra,extra,,,"[4.124938, 1.47179, 4.848819, 0.161761, 2.672357, 2.586437, 0.338691, -0.472448]","[4.124939, 1.471787, 4.848821, 0.161764, 2.672356, 2.586443, 0.338689, -0.472449]"
M2S,"{""omega"": 1.0}",1,500001,inner,M2S,4,84,38,14,-7261.895087740706,-7261.895087740679,2.7284841053187847e-11,0,1,4,84,84,-2218.598720978354,-2218.598711471837,2352,19.8,439.2,cold,extra,extra,,,"[3.016274, 1.468247, 2.028073, 0.164084, 0.753502, 1.004533, -0.034786]","[3.016274, 1.468247, 2.028073, 0.164084, 0.753501, 1.004533, -0.034786]"
M2S,"{""omega"": 1.0}",1,500001,inner,M3,4,84,38,14,-14165.54772939816,-14165.481602050686,0.06612734747432114,0,1,4,84,84,-6020.9651962306225,-6020.91712007624,2352,3.6,71.2,cold,extra,extra,,,"[-30.769336, 0.083702, -1.140317, -35466.710364, 35468.287495, 0.300184, 2.189852]","[-32.136181, 0.080725, -1.141307, -59810.108567, 59811.672764, 0.303692, 2.189892]"
M2S,"{""omega"": 1.0}",1,500001,inner,M3H,4,84,38,14,-14191.662555274159,-14191.662547557418,7.716740583418868e-06,0,1,4,84,84,-6032.68695631793,-6032.693375536237,2352,101.2,2025.0,cold,extra,extra,,,"[-0.870335, -14.774314, 0.658129, 0.836799, 1.591262, 2.506133, 0.785687, -1.13818]","[-0.870362, -20.524481, 0.658118, 0.836861, 1.590902, 2.506037, 0.785685, -1.138565]"
M2S,"{""omega"": 1.0}",1,500001,inner,M3L,4,84,38,14,-14193.196186262676,-14193.19618530027,9.624054655432701e-07,0,1,4,84,84,-6033.269222782834,-6033.282074795666,2352,0.6,12.5,cold,extra,extra,,,"[-0.904825, -16.533319, 0.649198, 1.108885, 1.191102, 2.357402, 0.790954, -3.135025]","[-0.90484, -17.006691, 0.649194, 1.108866, 1.191018, 2.357311, 0.790946, -2.755206]"
M2S,"{""omega"": 1.0}",1,500001,inner,M3V,4,84,38,14,-11785.031300955716,-11785.031299777052,1.1786632967414334e-06,0,1,4,84,18,-4459.90296423426,-4459.902100635639,2352,0.4,9.0,cold,extra,extra,,,"[-0.887317, -18.479685, 0.6161, 0.043938, 1.694179, 3.073939, 1.195386, -1.082267]","[-0.887326, -19.257748, 0.616103, 0.043929, 1.69418, 3.073935, 1.195391, -1.082264]"
M2S,"{""omega"": 1.0}",1,500001,outer,M2B,8,88,52,12,-19899.65473579456,-19899.654735794553,7.275957614183426e-12,0,1,8,88,88,-3879.7729294548385,-3879.772912791391,2016,0.3,2.4,cold,extra,extra,,,"[3.147348, 1.613316, 1.928781, 0.53838, 2.391912, 1.003199]","[3.147348, 1.613316, 1.928781, 0.53838, 2.391912, 1.003199]"
M2S,"{""omega"": 1.0}",1,500001,outer,M2H,8,88,52,12,-14474.320868206341,-14474.320868206341,0.0,0,1,5,49,1,-2928.643591069758,-2928.643591069758,2016,244.9,2291.2,cold,cold,cold:pipeline,,,"[6.002425, 0.67048, 3.677292, 1.480895, 1.572479, 1.857045, 1.055165]","[6.002425, 0.67048, 3.677292, 1.480895, 1.572479, 1.857045, 1.055165]"
M2S,"{""omega"": 1.0}",1,500001,outer,M2K,8,88,52,12,-19743.877685300093,-19730.8883971193,12.989288180793665,1,1,8,88,2,-3847.480265091967,-3848.876107045834,2016,1.5,18.2,cold,extra,extra,,,"[3.98192, 1.479489, 5.077671, 0.195183, 2.841338, 2.743636, 0.271075, -0.413031]","[3.318725, 5.218313, 4.949704, 0.203899, 2.886386, 2.728756, 0.233081, -0.438676]"
M2S,"{""omega"": 1.0}",1,500001,outer,M2S,8,88,52,12,-9478.627455388916,-9478.627455388898,1.8189894035458565e-11,0,1,8,88,86,-1824.4828598490824,-1824.4828590876193,2016,63.6,640.1,cold,extra,extra,,,"[3.00235, 1.474331, 2.027082, 0.149243, 0.713644, 1.001095, 0.048774]","[3.00235, 1.474331, 2.027082, 0.149243, 0.713643, 1.001095, 0.048774]"
M2S,"{""omega"": 1.0}",1,500001,outer,M3,8,88,52,12,-20120.23097762592,-20120.21290076311,0.01807686281244969,0,1,8,88,88,-3915.202111502145,-3915.25182186674,2016,9.8,99.3,cold,extra,extra,,,"[-30.526661, 0.079223, -1.251122, -49355.776952, 49357.417076, 0.311596, 2.375419]","[-30.955679, 0.078322, -1.250909, -55975.947507, 55977.587271, 0.311362, 2.375567]"
M2S,"{""omega"": 1.0}",1,500001,outer,M3H,8,88,52,12,-20156.87359787587,-18858.81315232259,1298.0604455532812,1,1,8,88,1,-3931.792409864496,-3719.018587432711,2016,292.1,3070.5,cold,challenge,challenge,,,"[-0.927802, -15.94628, 0.724453, 0.743992, 1.585072, 2.489331, 0.868689, -1.359248]","[-1.623868, -79.686721, 3.115504, -0.264673, 0.158958, 18.895247, 0.690566, 1.31582]"
M2S,"{""omega"": 1.0}",1,500001,outer,M3L,8,88,52,12,-20157.902239966817,-20157.90223838389,1.5829282347112894e-06,0,1,8,88,88,-3931.563133411401,-3931.5535515189886,2016,1.6,16.3,cold,extra,extra,,,"[-0.948579, -16.224422, 0.716656, 0.837406, 1.38399, 2.400486, 0.871421, -2.897487]","[-0.948606, -17.607475, 0.716667, 0.837378, 1.383954, 2.400444, 0.871414, -2.786386]"
M2S,"{""omega"": 1.0}",1,500001,outer,M3V,8,88,52,12,-17643.39961262782,-16189.465058478512,1453.9345541493094,1,1,8,88,10,-3575.789160504337,-3188.5027325109886,2016,1.3,12.7,cold,extra,extra,,,"[-0.03897, -0.178539, -2.7251, 0.138832, 0.659424, 22.943355, 0.277927, 2.146692]","[-0.939304, -19.246841, 0.650205, 0.060025, 1.617617, 3.020707, 1.289355, -1.21339]"
M2S,"{""omega"": 1.0}",2,500002,inner,M2B,4,84,38,14,-13691.184444906565,-13691.184444906434,1.3096723705530167e-10,0,1,4,84,84,-4374.0386385185575,-4374.038526304475,2352,0.1,2.0,cold,extra,extra,0,84,"[2.741551, 1.237193, 2.066109, 0.445355, 2.082591, 0.968428]","[2.74155, 1.237193, 2.066109, 0.445355, 2.082591, 0.968428]"
M2S,"{""omega"": 1.0}",2,500002,inner,M2H,4,84,38,14,-11860.530467257067,-10737.506762890554,1123.023704366513,1,1,1,42,2,-4071.504234807211,-3658.1672192839596,2352,48.1,1410.4,cold,extra,extra,0,84,"[4.703017, 2.620814, 2.659668, 3.603464, 1.368445, 0.279994, 0.699057]","[4.542253, 0.666836, 2.9138, 1.418641, 1.537281, 1.406403, 1.233553]"
M2S,"{""omega"": 1.0}",2,500002,inner,M2K,4,84,38,14,-13649.191419425035,-13626.866157763812,22.325261661222612,1,1,4,84,1,-4365.825288507309,-4362.225126486155,2352,1.0,23.4,cold,extra,extra,1,84,"[2.747913, 1.390463, 3.737536, 0.402163, 1.960547, 2.76133, -0.353206, -0.289468]","[3.154358, 2.318073, 4.691791, 0.182666, 2.413348, 2.595055, 0.130904, -0.455213]"
M2S,"{""omega"": 1.0}",2,500002,inner,M2S,4,84,38,14,-7575.308455387791,-7575.308455381044,6.746631697751582e-09,0,1,4,84,84,-2622.4736140583873,-2622.4736108437305,2352,21.8,391.9,cold,extra,extra,0,84,"[3.002267, 1.489782, 2.01806, 0.176645, 0.79181, 0.994871, 0.074595]","[3.002267, 1.489784, 2.01806, 0.176642, 0.791801, 0.994871, 0.074591]"
M2S,"{""omega"": 1.0}",2,500002,inner,M3,4,84,38,14,-13803.967324258258,-13803.967062394751,0.000261863506239024,0,1,4,84,84,-4411.223729833742,-4411.368695659321,2352,3.7,70.2,cold,challenge,challenge,0,84,"[-30.395879, 0.069989, -1.263771, -43814.294862, 43816.012333, 0.308895, 2.038115]","[-30.788695, 0.069272, -1.264443, -45171.734653, 45173.462154, 0.305952, 2.038364]"
