generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M2H,"{""tau"": 0.5}",4,500004,outer,M2H,8,88,52,12,-9878.485020738746,-9878.485020738575,1.709850039333105e-10,0,1,8,87,86,-2228.757381319238,-2228.7573709590447,2016,76.3,933.3,cold,challenge,challenge,0,88,"[2.994791, 1.531173, 2.001064, 0.151543, 0.754935, 0.9794, -0.762074]","[2.994791, 1.531172, 2.001065, 0.151543, 0.754935, 0.9794, -0.762074]"
M2H,"{""tau"": 0.5}",4,500004,outer,M2K,8,88,52,12,-10040.12877100626,-10040.12877100522,1.04046193882823e-09,0,1,8,88,23,-2286.6870375035305,-2286.6869710157544,2016,1.4,17.4,cold,challenge,challenge,1,88,"[3.1063, 1.425523, 2.784675, -0.122119, -0.830548, 1.4563, 0.0155, -0.501475]","[3.106299, 1.425519, 2.784677, 0.122119, 0.830549, 1.456302, 0.015497, -0.501475]"
M2H,"{""tau"": 0.5}",4,500004,outer,M2S,8,88,52,12,-10051.786956385218,-10051.786956370746,1.4471879694610834e-08,0,1,8,88,86,-2292.5961333133364,-2292.596026091479,2016,44.5,475.9,cold,extra,extra,0,88,"[2.966107, 1.359657, 2.018921, 0.156208, 0.774603, 0.976925, -3.42777]","[2.966104, 1.359658, 2.01892, 0.156208, 0.774602, 0.976924, -3.427785]"
M2H,"{""tau"": 0.5}",4,500004,outer,M3,8,88,52,12,-10261.739415170872,-10261.739415170145,7.275957614183426e-10,0,1,8,88,88,-2332.2059359091113,-2332.2059875726018,2016,1.1,10.5,cold,extra,extra,0,88,"[1.914644, 1.163389, -0.911116, -1.924627, 2.957781, 0.903335, 0.745932]","[1.914647, 1.163392, -0.911116, -1.924624, 2.957778, 0.903336, 0.745932]"
M2H,"{""tau"": 0.5}",4,500004,outer,M3H,8,88,52,12,-10161.34864812775,-10161.348647793082,3.3466858440078795e-07,0,1,8,88,88,-2288.7501559598186,-2288.750085798867,2016,310.0,3319.2,cold,challenge,challenge,0,88,"[-0.909953, -19.1659, 0.640414, 2.228296, 1.09694, 2.53838, -0.302697, -0.758425]","[-0.909947, -22.656499, 0.640412, 2.228379, 1.096922, 2.538397, -0.302697, -0.758407]"
M2H,"{""tau"": 0.5}",4,500004,outer,M3L,8,88,52,12,-10290.647182121927,-10290.647182121927,0.0,0,1,8,88,88,-2338.804807541111,-2338.804807541111,2016,2.2,22.2,cold,cold,cold:pipeline,0,88,"[-0.905533, -19.291474, 0.63836, 1.640488, 1.107156, 2.489418, -0.296834, -5.29976]","[-0.905533, -19.291474, 0.63836, 1.640488, 1.107156, 2.489418, -0.296834, -5.29976]"
M2H,"{""tau"": 0.5}",4,500004,outer,M3V,8,88,52,12,-10098.679758880586,-10098.67975840284,4.777448339154944e-07,0,1,8,88,88,-2298.319503522671,-2298.319797845733,2016,1.7,17.7,cold,challenge,challenge,0,88,"[-0.919734, -18.514185, 0.659017, 2.367617, 0.804967, 2.407857, -0.603803, -0.232978]","[-0.919737, -19.307215, 0.659012, 2.367701, 0.804976, 2.407848, -0.603812, -0.232969]"
M2H,"{""tau"": 0.5}",5,500005,inner,M2B,4,84,38,14,-7386.835879455378,-7386.835879455293,8.458300726488233e-11,0,1,4,84,84,-2721.8044472520346,-2721.804445621529,2352,0.1,2.9,cold,extra,extra,0,84,"[2.979918, 1.438482, 2.001929, 0.14968, 0.778995, 0.978219]","[2.979917, 1.438481, 2.00193, 0.14968, 0.778995, 0.978219]"
M2H,"{""tau"": 0.5}",5,500005,inner,M2H,4,84,38,14,-7235.176543631012,-7235.1765436305195,4.920366336591542e-10,0,1,4,83,82,-2629.294740074896,-2629.294752315851,2352,29.0,631.5,cold,challenge,challenge,0,84,"[2.995196, 1.574965, 2.006802, 0.145988, 0.755612, 0.984975, -0.688731]","[2.995195, 1.574965, 2.006803, 0.145988, 0.755612, 0.984975, -0.688732]"
M2H,"{""tau"": 0.5}",5,500005,inner,M2K,4,84,38,14,-7378.255920771317,-7378.2559207553895,1.592707121744752e-08,0,1,4,84,22,-2717.3235021729865,-2717.32349734094,2352,0.5,12.8,cold,extra,extra,1,84,"[3.031654, 1.495416, 2.741842, 0.160764, 0.81721, 1.558961, -0.196227, -0.461176]","[3.031647, 1.495415, 2.741851, 0.160766, 0.817211, 1.55897, -0.196236, -0.461181]"
M2H,"{""tau"": 0.5}",5,500005,inner,M2S,4,84,38,14,-7386.8260902301345,-7386.826090225575,4.559296939987689e-09,0,1,4,84,84,-2721.505465624823,-2721.505317187483,2352,23.0,481.2,cold,extra,extra,0,84,"[2.980506, 1.438657, 2.00187, 0.149694, 0.778943, 0.978232, -4.631521]","[2.980504, 1.438656, 2.001872, 0.149694, 0.778943, 0.978232, -4.631298]"
M2H,"{""tau"": 0.5}",5,500005,inner,M3,4,84,38,14,-7541.789312542484,-7541.789312534365,8.11905920272693e-09,0,1,4,84,83,-2763.063563597021,-2763.063404911427,2352,0.5,9.6,cold,challenge,challenge,0,84,"[1.948575, 0.849728, -0.893869, -1.848786, 2.904131, 0.988598, 0.730418]","[1.948583, 0.849731, -0.893867, -1.848775, 2.904118, 0.988604, 0.730418]"
M2H,"{""tau"": 0.5}",5,500005,inner,M3H,4,84,38,14,-7446.747095609826,-7446.747093187008,2.422817487968132e-06,0,1,4,84,84,-2698.250751688823,-2698.250456894857,2352,144.9,2409.0,cold,challenge,challenge,0,84,"[-0.907476, -17.547148, 0.634006, 2.323481, 1.211546, 2.561306, -0.296354, -0.703615]","[-0.907475, -20.572538, 0.633998, 2.323561, 1.211559, 2.561202, -0.296355, -0.703628]"
M2H,"{""tau"": 0.5}",5,500005,inner,M3L,4,84,38,14,-7559.4836160528375,-7559.483615906887,1.4595025277230889e-07,0,1,4,84,84,-2766.73063622638,-2766.730539979087,2352,0.7,13.3,cold,challenge,challenge,0,84,"[-0.898545, -19.07384, 0.630639, 1.591032, 1.241791, 2.515258, -0.290245, -6.488381]","[-0.898546, -20.17106, 0.630639, 1.591003, 1.241793, 2.515252, -0.290247, -6.630516]"
M2H,"{""tau"": 0.5}",5,500005,inner,M3V,4,84,38,14,-7423.843157737432,-7423.843157221794,5.156380211701617e-07,0,1,4,84,84,-2726.865716493441,-2726.8664816266287,2352,0.4,9.3,cold,extra,extra,0,84,"[-0.924853, -17.688906, 0.649361, 2.041453, 0.947296, 2.405651, -0.601293, -0.235626]","[-0.924857, -18.493068, 0.649359, 2.041439, 0.947309, 2.405642, -0.601298, -0.235625]"
M2H,"{""tau"": 0.5}",5,500005,outer,M2B,8,88,52,12,-10105.957956560444,-10105.957956560434,9.094947017729282e-12,0,1,8,88,87,-2321.064439766973,-2321.0644432834542,2016,0.3,3.8,cold,challenge,challenge,0,88,"[2.97877, 1.411962, 1.997897, 0.145481, 0.775964, 0.990142]","[2.97877, 1.411962, 1.997897, 0.145481, 0.775964, 0.990142]"
M2H,"{""tau"": 0.5}",5,500005,outer,M2H,8,88,52,12,-9862.879739448515,-9862.879739448515,0.0,0,1,8,88,86,-2284.8834207674045,-2284.8834207674045,2016,85.3,917.2,cold,cold,cold:pipeline,0,88,"[2.98887, 1.588509, 1.99686, 0.143088, 0.749581, 0.993683, -0.631581]","[2.98887, 1.588509, 1.99686, 0.143088, 0.749581, 0.993683, -0.631581]"
M2H,"{""tau"": 0.5}",5,500005,outer,M2K,8,88,52,12,-10092.854500160194,-10092.854500040043,1.20151526061818e-07,0,1,8,88,87,-2320.44711530574,-2320.4471343886653,2016,1.8,18.9,cold,extra,extra,1,88,"[3.03522, 1.47081, 2.746721, 0.152795, 0.816916, 1.557894, -0.163188, -0.471117]","[3.035223, 1.470816, 2.74675, 0.152791, 0.816921, 1.557898, -0.163167, -0.471135]"
M2H,"{""tau"": 0.5}",5,500005,outer,M2S,8,88,52,12,-10104.886922028905,-10104.886922028905,0.0,0,1,8,88,85,-2321.338083900351,-2321.338083900351,2016,55.2,596.1,cold,cold,cold:pipeline,0,88,"[2.985321, 1.417726, 1.996287, 0.14556, 0.775539, 0.989738, -3.537039]","[2.985321, 1.417726, 1.996287, 0.14556, 0.775539, 0.989738, -3.537039]"
M2H,"{""tau"": 0.5}",5,500005,outer,M3,8,88,52,12,-10301.33890162715,-10301.33890162464,2.510205376893282e-09,0,1,8,88,88,-2369.6641495065182,-2369.664084307702,2016,1.3,12.6,cold,extra,extra,0,88,"[1.929252, 1.035454, -0.886298, -1.859809, 2.90826, 0.940735, 0.742872]","[1.929255, 1.035459, -0.886298, -1.859806, 2.908255, 0.940736, 0.742873]"
M2H,"{""tau"": 0.5}",5,500005,outer,M3H,8,88,52,12,-10143.541520174073,-10143.541519204799,9.692739695310593e-07,0,1,8,88,88,-2348.439518359849,-2348.4388578975377,2016,381.2,4162.1,cold,extra,extra,0,88,"[-0.894224, -18.038442, 0.634957, 2.432991, 1.147972, 2.543195, -0.300473, -0.641038]","[-0.89423, -20.048692, 0.634962, 2.433006, 1.147944, 2.543183, -0.300472, -0.641031]"
M2H,"{""tau"": 0.5}",5,500005,outer,M3L,8,88,52,12,-10323.825091962448,-10323.825091372719,5.897290975553915e-07,0,1,8,88,88,-2378.180296225084,-2378.1797389383205,2016,2.3,22.1,cold,extra,extra,0,88,"[-0.883571, -18.236874, 0.630987, 1.709746, 1.133865, 2.496767, -0.288971, -5.69093]","[-0.883576, -19.812468, 0.630986, 1.709778, 1.133869, 2.496762, -0.288969, -5.95797]"
M2H,"{""tau"": 0.5}",5,500005,outer,M3V,8,88,52,12,-10148.152419503196,-10148.152419240478,2.627184585435316e-07,0,1,8,88,88,-2342.6672064478976,-2342.666824919412,2016,1.7,17.1,cold,extra,extra,0,88,"[-0.908396, -18.159142, 0.650472, 2.062957, 0.896346, 2.390637, -0.596464, -0.241287]","[-0.908397, -18.574253, 0.650477, 2.063005, 0.896299, 2.390627, -0.596466, -0.241284]"
M2H,"{""tau"": 1.0}",0,500000,inner,M2B,4,84,38,14,-7631.172176758277,-7631.1721767581075,1.6916601452976465e-10,0,1,4,84,84,-2986.254129091366,-2986.2541900902042,2352,0.4,2.3,cold,extra,extra,,,"[2.765398, 1.116559, 2.066672, 0.136651, 0.79978, 0.987582]","[2.765398, 1.116559, 2.066671, 0.136651, 0.79978, 0.987582]"
M2H,"{""tau"": 1.0}",0,500000,inner,M2H,4,84,38,14,-7154.310183226718,-7154.310183225491,1.2278178473934531e-09,0,1,4,84,83,-2733.6588039994695,-2733.658866713025,2352,30.7,544.1,cold,extra,extra,,,"[2.80864, 1.44906, 2.037477, 0.15409, 0.737712, 0.993545, -0.160089]","[2.808637, 1.449061, 2.037476, 0.15409, 0.737712, 0.993544, -0.160091]"
M2H,"{""tau"": 1.0}",0,500000,inner,M2K,4,84,38,14,-7606.016779124142,-7606.016779080899,4.3242835090495646e-08,0,1,4,84,23,-2973.414115575543,-2973.4140233766984,2352,1.1,10.9,cold,challenge,challenge,,,"[2.836661, 1.155794, 1.924409, 0.150524, 1.108706, 0.315669, 1.12793, -0.167428]","[2.836655, 1.155799, 1.924394, -0.15053, -1.108709, 0.315663, 1.127932, -0.167412]"
M2H,"{""tau"": 1.0}",0,500000,inner,M2S,4,84,38,14,-7564.130665946386,-7564.130665945644,7.421476766467094e-10,0,1,4,84,84,-2956.6130010722964,-2956.613041168157,2352,18.1,320.0,cold,extra,extra,,,"[2.87017, 1.179516, 2.059286, 0.149846, 0.793325, 0.982152, -2.112867]","[2.870171, 1.179517, 2.059286, 0.149846, 0.793324, 0.982153, -2.112866]"
M2H,"{""tau"": 1.0}",0,500000,inner,M3,4,84,38,14,-7744.320373785168,-7738.6501201689125,5.67025361625565,1,1,4,84,8,-3002.305072727225,-3007.4065146412545,2352,0.8,8.4,cold,challenge,challenge,,,"[1.688604, 1.766602, -0.884554, -1.9666, 3.016643, 0.724548, 0.798376]","[1.999634, 34380.387955, -0.88656, -2.043677, 3.070657, 0.862927, 0.81323]"
M2H,"{""tau"": 1.0}",0,500000,inner,M3H,4,84,38,14,-7414.327817891626,-7414.3278128106085,5.081017661723308e-06,0,1,4,84,84,-2814.1894779481627,-2814.188568864434,2352,103.3,2146.9,cold,extra,extra,,,"[-0.893143, -16.470714, 0.636852, 3.032471, 0.977362, 2.372215, -0.292401, -0.164562]","[-0.893142, -21.996234, 0.636852, 3.032778, 0.977347, 2.372274, -0.292399, -0.164441]"
M2H,"{""tau"": 1.0}",0,500000,inner,M3L,4,84,38,14,-7758.682706539701,-7758.682706049631,4.900703061139211e-07,0,1,4,84,84,-3000.087644763864,-3000.085842682081,2352,1.2,13.2,cold,extra,extra,,,"[-0.861625, -17.230605, 0.631407, 2.049523, 0.770629, 2.296216, -0.242724, -6.371449]","[-0.861625, -17.934772, 0.631408, 2.049455, 0.770629, 2.296207, -0.242722, -6.705149]"
M2H,"{""tau"": 1.0}",0,500000,inner,M3V,4,84,38,14,-7614.563908849046,-7614.563908299432,5.496140147442929e-07,0,1,4,84,84,-2949.2178934529284,-2949.2190305403533,2352,0.9,10.2,cold,extra,extra,,,"[-0.915767, -17.779446, 0.670714, 1.779018, 0.6602, 2.107498, -0.614926, -0.215299]","[-0.915762, -18.316787, 0.670709, 1.779046, 0.660219, 2.107533, -0.614919, -0.2153]"
M2H,"{""tau"": 1.0}",0,500000,outer,M2B,8,88,52,12,-10611.739276746783,-10611.739276746463,3.2014213502407074e-10,0,1,8,88,88,-2547.4814862476233,-2547.481511643201,2016,0.8,2.4,cold,extra,extra,,,"[2.748169, 1.069216, 2.082978, 0.13191, 0.813422, 0.999039]","[2.748169, 1.069215, 2.082978, 0.13191, 0.813422, 0.99904]"
M2H,"{""tau"": 1.0}",0,500000,outer,M2H,8,88,52,12,-9886.409159469527,-9886.409159469053,4.747562343254685e-10,0,1,8,88,88,-2329.0910005405785,-2329.091034995949,2016,84.5,870.2,cold,extra,extra,,,"[2.794312, 1.496868, 2.026416, 0.152429, 0.743572, 0.99571, -0.083455]","[2.794312, 1.496868, 2.026416, 0.152429, 0.743572, 0.99571, -0.083457]"
M2H,"{""tau"": 1.0}",0,500000,outer,M2K,8,88,52,12,-10569.553962300131,-10569.55396227667,2.3461325326934457e-08,0,1,8,88,8,-2529.3962643791174,-2529.3961572781195,2016,2.2,19.6,cold,challenge,challenge,,,"[3.147364, 1.167635, 3.03295, 0.030744, 0.934246, 1.431475, 0.335483, -0.679578]","[3.147358, 1.167637, 3.032939, 0.030744, 0.934245, 1.431467, 0.335481, -0.679574]"
M2H,"{""tau"": 1.0}",0,500000,outer,M2S,8,88,52,12,-10518.201635286077,-10518.201635285952,1.255102688446641e-10,0,1,8,88,87,-2506.6512917452096,-2506.651297530035,2016,46.7,477.2,cold,extra,extra,,,"[2.857205, 1.1441, 2.067121, 0.146703, 0.806039, 0.993114, -2.097746]","[2.857205, 1.1441, 2.067121, 0.146703, 0.806039, 0.993114, -2.097745]"
M2H,"{""tau"": 1.0}",0,500000,outer,M3,8,88,52,12,-10740.98609715539,-10740.98609715539,0.0,0,1,8,88,88,-2560.4038721767165,-2560.4038721767165,2016,1.3,9.4,cold,cold,cold:pipeline,,,"[1.66336, 1.364831, -0.874446, -1.861872, 2.919606, 0.727129, 0.802897]","[1.66336, 1.364831, -0.874446, -1.861872, 2.919606, 0.727129, 0.802897]"
M2H,"{""tau"": 1.0}",0,500000,outer,M3H,8,88,52,12,-10227.02469627914,-10227.02469398682,2.2923213691683486e-06,0,1,8,88,88,-2391.0164358054913,-2391.0175916999447,2016,340.5,3320.4,cold,extra,extra,,,"[-0.886075, -17.683261, 0.635054, 3.037975, 1.009013, 2.364622, -0.282509, -0.095829]","[-0.886074, -21.549158, 0.635056, 3.03805, 1.00902, 2.364621, -0.282508, -0.095943]"
M2H,"{""tau"": 1.0}",0,500000,outer,M3L,8,88,52,12,-10753.983232823393,-10753.983231328646,1.4947472664061934e-06,0,1,8,88,88,-2559.9617113943223,-2559.961106050561,2016,2.1,17.3,cold,extra,extra,,,"[-0.852223, -16.834533, 0.631501, 1.724228, 0.792431, 2.27429, -0.23447, -7.168028]","[-0.85223, -20.504652, 0.631503, 1.72414, 0.792454, 2.274273, -0.234471, -7.881592]"
M2H,"{""tau"": 1.0}",0,500000,outer,M3V,8,88,52,12,-10559.816868971768,-10559.816868783944,1.878233888419345e-07,0,1,8,88,88,-2517.157176592019,-2517.1571757474735,2016,1.8,14.4,cold,extra,extra,,,"[-0.906221, -17.988495, 0.672625, 1.620239, 0.659159, 2.089003, -0.6025, -0.204041]","[-0.906219, -18.380808, 0.672622, 1.620243, 0.659166, 2.089006, -0.602495, -0.204042]"
M2H,"{""tau"": 1.0}",1,500001,inner,M2B,4,84,38,14,-7771.127189239119,-7771.127189239033,8.549250196665525e-11,0,1,4,84,83,-3001.096225000112,-3001.096252928134,2352,0.1,2.6,cold,extra,extra,,,"[2.934547, 1.040575, 2.041865, 0.168039, 0.824769, 0.975538]","[2.934547, 1.040575, 2.041865, 0.168039, 0.824769, 0.975538]"
M2H,"{""tau"": 1.0}",1,500001,inner,M2H,4,84,38,14,-7295.443359378274,-7295.443359376943,1.331500243395567e-09,0,1,4,83,78,-2677.2674097036115,-2677.267362412217,2352,23.6,598.9,cold,extra,extra,,,"[3.042255, 1.453284, 1.985436, 0.175855, 0.76153, 0.983421, -0.016651]","[3.042256, 1.453283, 1.985436, 0.175855, 0.76153, 0.983421, -0.016648]"
M2H,"{""tau"": 1.0}",1,500001,inner,M2K,4,84,38,14,-7749.635403351209,-7743.626720028873,6.008683322335855,1,1,4,84,29,-2977.674707321325,-2981.177745892742,2352,0.5,11.1,cold,challenge,challenge,,,"[2.892344, 0.940116, 1.152856, 0.447931, 0.981702, 0.356947, 0.490817, 1.382049]","[3.415988, 1.074843, 3.043905, 0.051911, 0.952091, 1.437623, 0.356948, -0.688871]"
M2H,"{""tau"": 1.0}",1,500001,inner,M2S,4,84,38,14,-7708.6126821323705,-7708.612682131883,4.874891601502895e-10,0,1,4,84,84,-2978.8247631289464,-2978.8247936721623,2352,13.7,295.2,cold,extra,extra,,,"[3.012814, 1.098908, 2.031286, 0.178145, 0.818424, 0.972365, -2.205923]","[3.012815, 1.098909, 2.031285, 0.178145, 0.818424, 0.972365, -2.205922]"
M2H,"{""tau"": 1.0}",1,500001,inner,M3,4,84,38,14,-7896.765594496817,-7896.7655944957405,1.076841726899147e-09,0,1,4,84,84,-3005.79234392672,-3005.7925482305477,2352,0.4,7.6,cold,extra,extra,,,"[1.419418, 0.736475, -0.856344, -2.311869, 3.38782, 0.702617, 0.787155]","[1.419415, 0.736475, -0.856345, -2.311876, 3.387828, 0.702615, 0.787155]"
M2H,"{""tau"": 1.0}",1,500001,inner,M3H,4,84,38,14,-7574.892655842847,-7574.892655016175,8.266715667559765e-07,0,1,4,84,84,-2754.6563018213296,-2754.6568913604815,2352,112.9,2292.9,cold,extra,extra,,,"[-0.872621, -18.046071, 0.621048, 2.319826, 1.024459, 2.561324, -0.274164, -0.024088]","[-0.872624, -21.653599, 0.621051, 2.319842, 1.024425, 2.561328, -0.274164, -0.02411]"
M2H,"{""tau"": 1.0}",1,500001,inner,M3L,4,84,38,14,-7914.741414091988,-7914.741413543999,5.479887477122247e-07,0,1,4,84,84,-3006.995352291003,-3006.9951244859667,2352,0.6,12.6,cold,extra,extra,,,"[-0.849492, -17.627357, 0.614658, 1.208311, 0.933114, 2.429743, -0.242635, -5.525123]","[-0.849496, -19.617555, 0.614656, 1.208382, 0.933107, 2.429733, -0.242631, -5.833367]"
M2H,"{""tau"": 1.0}",1,500001,inner,M3V,4,84,38,14,-7737.93117643387,-7737.931175322446,1.1114243534393609e-06,0,1,4,84,84,-2942.366249985055,-2942.3635252681165,2352,0.5,10.0,cold,extra,extra,,,"[-0.889157, -17.004764, 0.658835, 1.631264, 0.636223, 2.286718, -0.609205, -0.173044]","[-0.889161, -19.269707, 0.658836, 1.631308, 0.636201, 2.286678, -0.609208, -0.173041]"
M2H,"{""tau"": 1.0}",1,500001,outer,M2B,8,88,52,12,-10761.713824440118,-10761.71382443995,1.673470251262188e-10,0,1,8,88,87,-2393.869546456431,-2393.869564768775,2016,0.4,3.7,cold,extra,extra,,,"[2.783645, 1.002296, 2.080357, 0.162899, 0.832588, 0.974884]","[2.783645, 1.002296, 2.080357, 0.162899, 0.832588, 0.974884]"
M2H,"{""tau"": 1.0}",1,500001,outer,M2H,8,88,52,12,-9970.142394551262,-9970.142394551262,0.0,0,1,8,88,86,-2281.0199548137753,-2281.0199548137753,2016,72.5,771.1,cold,cold,cold:pipeline,,,"[2.95949, 1.478079, 2.008691, 0.166179, 0.755525, 0.993966, 0.055218]","[2.95949, 1.478079, 2.008691, 0.166179, 0.755525, 0.993966, 0.055218]"
M2H,"{""tau"": 1.0}",1,500001,outer,M2K,8,88,52,12,-10716.179865666092,-10710.364376775353,5.815488890739289,1,1,8,88,15,-2385.6857443577996,-2384.8229738237596,2016,2.3,20.3,cold,extra,extra,,,"[2.698198, 0.856977, 1.110796, 0.45789, 0.986604, 0.346082, 0.449317, 1.701304]","[3.180375, 1.166047, 3.136008, 0.081201, 0.956447, 1.581482, 0.194065, -0.706031]"
M2H,"{""tau"": 1.0}",1,500001,outer,M2S,8,88,52,12,-10680.376173600118,-10680.376173600118,0.0,0,1,8,88,87,-2382.766561054809,-2382.766561054809,2016,40.5,433.7,cold,cold,cold:pipeline,,,"[2.89579, 1.058326, 2.068363, 0.169878, 0.82563, 0.97969, -2.172378]","[2.89579, 1.058326, 2.068363, 0.169878, 0.82563, 0.97969, -2.172378]"
M2H,"{""tau"": 1.0}",1,500001,outer,M3,8,88,52,12,-10894.85957355774,-10894.859573557693,4.729372449219227e-11,0,1,8,88,88,-2434.1694867608207,-2434.169462026438,2016,1.0,10.7,cold,extra,extra,,,"[1.348406, 0.70411, -0.860931, -2.270321, 3.338367, 0.735312, 0.789649]","[1.348407, 0.70411, -0.860931, -2.270322, 3.338367, 0.735313, 0.789649]"
M2H,"{""tau"": 1.0}",1,500001,outer,M3H,8,88,52,12,-10327.687738386816,-10327.687737734661,6.521549948956817e-07,0,1,8,88,88,-2354.9697855043432,-2354.970108202475,2016,339.9,3437.2,cold,challenge,challenge,,,"[-0.880758, -18.078411, 0.629739, 2.371912, 1.070215, 2.501436, -0.278882, 0.046546]","[-0.880761, -18.692108, 0.629736, 2.371711, 1.070275, 2.501393, -0.278884, 0.046486]"
M2H,"{""tau"": 1.0}",1,500001,outer,M3L,8,88,52,12,-10914.124067277553,-10914.124065590866,1.6866870282683522e-06,0,1,8,88,88,-2442.6131498122613,-2442.612488887154,2016,1.8,18.0,cold,challenge,challenge,,,"[-0.856792, -16.70986, 0.622855, 1.067065, 0.960594, 2.303036, -0.243725, -6.030902]","[-0.85679, -18.378866, 0.62285, 1.067123, 0.960612, 2.303052, -0.243722, -5.850477]"
M2H,"{""tau"": 1.0}",1,500001,outer,M3V,8,88,52,12,-10673.79710735018,-10673.797107152393,1.9778599380515516e-07,0,1,8,88,88,-2393.224752952945,-2393.224360819656,2016,1.4,14.9,cold,extra,extra,,,"[-0.901302, -17.513103, 0.672228, 1.535076, 0.62118, 2.168479, -0.616006, -0.1728]","[-0.901308, -17.69416, 0.672226, 1.534996, 0.621224, 2.168481, -0.616012, -0.172801]"
M2H,"{""tau"": 1.0}",2,500002,inner,M2B,4,84,38,14,-7840.169973680269,-7840.169973679285,9.840732673183084e-10,0,1,4,84,82,-2823.8203803940614,-2823.8203436119475,2352,0.1,2.7,cold,extra,extra,0,84,"[2.868594, 0.979581, 2.11117, 0.175794, 0.833434, 0.991739]","[2.868594, 0.979581, 2.111172, 0.175794, 0.833433, 0.99174]"
M2H,"{""tau"": 1.0}",2,500002,inner,M2H,4,84,38,14,-7230.8689209525455,-7230.868920947133,5.412402970250696e-09,0,1,4,81,79,-2678.3526404179793,-2678.3525415138274,2352,26.3,584.4,cold,extra,extra,0,84,"[3.01411, 1.569641, 2.009788, 0.16703, 0.752082, 0.995875, 0.060149]","[3.014112, 1.569638, 2.009789, 0.167029, 0.752082, 0.995875, 0.060155]"
M2H,"{""tau"": 1.0}",2,500002,inner,M2K,4,84,38,14,-7795.264045546228,-7794.342647477992,0.921398068236158,1,1,4,84,18,-2823.9087908571273,-2822.0914439007583,2352,0.6,13.1,cold,extra,extra,1,84,"[2.586437, 0.7867, 1.158179, 0.401836, 0.944726, 0.422835, 0.148203, 1.837724]","[3.051707, 1.176902, 3.191576, 0.16169, 0.926945, 1.775437, -0.109358, -0.67824]"
M2H,"{""tau"": 1.0}",2,500002,inner,M2S,4,84,38,14,-7818.165810477807,-7818.1658104764365,1.3706085155718029e-09,0,1,4,84,83,-2829.1740875102655,-2829.173992409363,2352,15.4,296.0,cold,extra,extra,0,84,"[2.98023, 1.031689, 2.09196, 0.176509, 0.831279, 0.997048, -2.458574]","[2.980228, 1.03169, 2.091959, 0.176509, 0.831279, 0.997048, -2.45858]"
M2H,"{""tau"": 1.0}",2,500002,inner,M3,4,84,38,14,-7932.593261647854,-7932.593261646507,1.3469616533257067e-09,0,1,4,84,84,-2873.7508436352,-2873.750863053889,2352,0.3,7.0,cold,challenge,challenge,0,84,"[1.814733, 0.642299, -0.867328, -1.674613, 2.768744, 0.85241, 0.761843]","[1.814736, 0.642299, -0.867328, -1.67461, 2.768741, 0.85241, 0.761843]"
M2H,"{""tau"": 1.0}",2,500002,inner,M3H,4,84,38,14,-7486.493268377739,-7486.493268377739,0.0,0,1,4,84,84,-2759.865851692392,-2759.865851692392,2352,102.5,2242.7,cold,cold,cold:pipeline,0,84,"[-0.904566, -19.053042, 0.644375, 1.995907, 1.182419, 2.551287, -0.297602, 0.065431]","[-0.904566, -19.053042, 0.644375, 1.995907, 1.182419, 2.551287, -0.297602, 0.065431]"
M2H,"{""tau"": 1.0}",2,500002,inner,M3L,4,84,38,14,-7940.089764707834,-7940.089763798754,9.090799721889198e-07,0,1,4,84,84,-2882.0564283832523,-2882.05664716395,2352,0.6,12.7,cold,extra,extra,0,84,"[-0.865532, -16.82272, 0.651038, 0.7818, 1.102047, 2.370593, -0.280046, -6.752803]","[-0.865523, -18.411549, 0.651033, 0.781792, 1.102082, 2.370612, -0.280047, -7.091403]"
M2H,"{""tau"": 1.0}",2,500002,inner,M3V,4,84,38,14,-7782.9723370841675,-7782.972336327817,7.563503459095955e-07,0,1,4,84,84,-2841.957394316806,-2841.9570263363694,2352,0.4,9.3,cold,extra,extra,0,84,"[-0.918094, -16.735583, 0.67763, 1.316658, 0.693745, 2.218349, -0.622307, -0.1869]","[-0.918088, -17.90958, 0.67762, 1.316632, 0.693789, 2.218366, -0.622303, -0.186904]"
M2H,"{""tau"": 1.0}",2,500002,outer,M2B,8,88,52,12,-10662.964783850897,-10662.96478385088,1.6370904631912708e-11,0,1,8,88,88,-2379.7603180115093,-2379.760321616409,2016,0.3,3.2,cold,extra,extra,0,88,"[2.848323, 0.981588, 2.12811, 0.167763, 0.826386, 0.996596]","[2.848323, 0.981588, 2.12811, 0.167763, 0.826386, 0.996596]"
M2H,"{""tau"": 1.0}",2,500002,outer,M2H,8,88,52,12,-9907.613685870438,-9907.613685870008,4.2928149923682213e-10,0,1,8,87,84,-2280.2316711517155,-2280.2316976689685,2016,70.7,853.8,cold,extra,extra,0,88,"[2.995847, 1.505211, 2.027144, 0.157841, 0.75192, 1.001671, 0.005792]","[2.995847, 1.505212, 2.027144, 0.157842, 0.75192, 1.001671, 0.005793]"
